GFP (nM)	mCherry (nM)	0	2	4	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134	136	138	140	142	144	146	148	150	152	154	156	158	160	162	164	166	168	170	172	174	176	178	180	182	184	186	188	190	192	194	196	198	200	202	204	206	208	210	212	214	216	218	220	222	224	226	228	230	232	234	236	238	240	242	244	246	248	250	252	254	256	258	260	262	264	266	268	270	272	274	276	278	280	282	284	286	288	290	292	294	296	298	300	302	304	306	308	310	312	314	316	318	320	322	324	326	328	330	332	334	336	338	340	342	344	346	348	350	352	354	356	358	360
6	0	-0.0023961514	-0.0007216209	0.0030900176	0.0047737996	0.0016745305	0.0008048848	0.0006938662	0.0009066519	0.002423906	0.0062632991	0.0125821075	0.0233231566	0.038495698	0.0593486909	0.0871773522	0.1219261726	0.1622721806	0.2093625682	0.2616245721	0.3142473864	0.3722175964	0.4331390508	0.4956147655	0.5712924415	0.621158294	0.6854380609	0.7524470349	0.8150892775	0.8807012675	0.9406605606	0.9977241188	1.0531038949	1.1044037376	1.1505874734	1.1901841058	1.2319733555	1.2671755019	1.2960403368	1.3218336571	1.3484873716	1.3743176982	1.399814969	1.4165695254	1.4340086965	1.4539457859	1.4655287261	1.4758997132	1.4757979462	1.4997317051	1.5074937552	1.5154130817	1.5199555926	1.5288740864	1.520131372	1.5369599408	1.5433250069	1.5447127394	1.5455546304	1.5503746878	1.5480803035	1.550513461	1.5507447497	1.5531316496	1.5498380979	1.5525858081	1.5515681377	1.5526228143	1.5503839393	1.5499121103	1.5487834212	1.5442964197	1.5464612823	1.545295587	1.5458414284	1.5406883153	1.5396428902	1.5376908132	1.5347858266	1.5297344805	1.5127116292	1.5121657878	1.5272920714	1.5207697289	1.504662781	1.5169303358	1.5156628735	1.5131557036	1.5099824221	1.5114256638	1.5103987418	1.5069941715	1.5038578962	1.505689703	1.5228975853	1.4977796281	1.4824220557	1.493570173	1.4877046905	1.5028309742	1.4844758997	1.4692848552	1.4619021186	1.4729577204	1.4723656212	1.4674993061	1.4680729022	1.4598112684	1.4607456749	1.4558238505	1.4555278009	1.4521879915	1.4473124248	1.4453140901	1.4441761495	1.4407068184	1.4396706448	1.423212138	1.4313905079	1.4257008049	1.4278656675	1.4222592284	1.4164307522	1.4127023776	1.4112868906	1.4099916736	1.4064668332	1.4017115367	1.3982977149	1.3980109168	1.3947358683	1.3925339994	1.3900730872	1.3846331761	1.3806920159	1.3782126006	1.373152003	1.3707466001	1.3698954575	1.3529651217	1.359839023	1.3590341382	1.3549727079	1.3514293644	1.350883523	1.3352854103	1.343528541	1.3421500601	1.3399389398	1.3353316681	1.3295031918	1.3238967527	1.3194652604	1.3195947821	1.316310482	1.3171893792	1.3095568508	1.2973077991	1.3038578962	1.2868072902	1.299898233	1.2958738089	1.2874178925	1.2831806828	1.2749283005	1.2802849477	1.2801091683	1.2740401517	1.2588768619	1.2695068924	1.2640392266	1.2601998335	1.2566194838	1.2537700065	1.2467110741	1.2448977704	1.2445462115	1.2372282357	1.2353039134	1.2321213803	1.2287445647	1.2237302248
6	0	0.000101767	0.0013877324	0.0046997872	0.0055786844	0.0021186049	0.0014432417	0.0013322231	0.0016005181	0.0031732815	0.0071236932	0.013414747	0.0244333426	0.0400222037	0.0616245721	0.090036081	0.1247293922	0.1661855861	0.2137755574	0.264483301	0.3203811638	0.3782681099	0.4400499584	0.5043019706	0.5852252752	0.6363955963	0.7046165233	0.7707373485	0.8369321861	0.9033213063	0.9625867333	1.0181515404	1.0703950412	1.1210287723	1.1621334073	1.2088629845	1.2495975576	1.2839393098	1.3139698399	1.3472291609	1.3739383847	1.3994911648	1.4192432232	1.4444629475	1.4611527431	1.4765658248	1.4908964752	1.5080951059	1.5019705801	1.5319270978	1.5407160699	1.5472754186	1.5564252012	1.562346193	1.5494680359	1.5715422333	1.5772411879	1.5833472107	1.5839670645	1.5851790175	1.5823017855	1.5862614488	1.5869090573	1.5885465816	1.5878342122	1.5890831714	1.5884818207	1.5878989731	1.5902951244	1.5865760015	1.5871125914	1.5805995004	1.5800999167	1.5794060505	1.5803127024	1.5793505412	1.5752243501	1.5733832917	1.5735313165	1.5684244611	1.5467388288	1.5479692849	1.5641779998	1.5609029512	1.5386622259	1.555731335	1.5494125266	1.5471273938	1.5508095106	1.5455361273	1.5461189749	1.5404662781	1.5361365529	1.5373855121	1.5559811268	1.5288648349	1.5065408456	1.5215468591	1.517235637	1.5387177352	1.5174761773	1.4960125821	1.4911555185	1.50698492	1.499814969	1.5013599778	1.4959108151	1.4925062448	1.4920529189	1.4866870201	1.4847534462	1.4805532427	1.4759552225	1.4717365159	1.4714589694	1.4728467018	1.4694513831	1.4442779166	1.4618096031	1.4529003608	1.4558423536	1.4475992229	1.4386622259	1.4396243871	1.437737071	1.436441854	1.4329170136	1.4270237765	1.4253584975	1.4217688963	1.41910445	1.4169025812	1.4126098622	1.4097511333	1.4058377278	1.4029697474	1.3951891942	1.3966694421	1.3927375335	1.3708391156	1.3820704968	1.3804607272	1.3776205014	1.3708853733	1.3679526321	1.3488851883	1.3606531594	1.3582477565	1.3524562864	1.3476269775	1.3482375798	1.3458229253	1.3396428902	1.3371079656	1.3344342677	1.3315385327	1.3289295957	1.3074937552	1.3170968637	1.299158109	1.3121102785	1.3071977056	1.2988250532	1.3033028032	1.2812563604	1.2896937737	1.2878527153	1.2850587473	1.2647886021	1.2790544916	1.2705060598	1.2663613655	1.2624202054	1.2606254048	1.2572855953	1.2530021279	1.2488204274	1.246137478	1.239050791	1.2350356185	1.2310482006	1.2273938385
8	0	0.0017948006	0.003080766	0.0059765011	0.0058562309	0.0024516607	0.0017762975	0.0018873161	0.002793968	0.0064760847	0.0144509205	0.0279304283	0.0497455824	0.0795448238	0.1209362568	0.1746322509	0.2374132667	0.3061245259	0.3849662318	0.4682579332	0.5572948469	0.6425201221	0.7384124341	0.8341937274	0.9453973541	1.0236007031	1.1140253492	1.2047923027	1.2856693496	1.3625497271	1.4275603664	1.4934221482	1.5550467203	1.6099546674	1.6602183366	1.7042557128	1.7434082709	1.7796928486	1.809695624	1.8412619114	1.8678323619	1.8889999075	1.9118882413	1.9277824036	1.9431677306	1.9571098159	1.9674160422	1.9833657138	1.9782958646	2.0038393931	2.0121010269	2.0156351189	2.0170691091	2.023295402	2.0093903229	2.0274678509	2.029725229	2.0355537052	2.0378665927	2.0357757424	2.0303450828	2.0336108798	2.038949024	2.0352576557	2.0261356277	2.0307151448	2.0237302248	2.0271440466	2.0241280414	2.0197428069	2.0206402072	2.0226477935	2.0181515404	2.0132667222	2.0120362661	2.0043852345	2.0038671477	2.0018040522	1.9981496901	1.9925987603	1.9688592839	1.9684244611	1.9808030345	1.9792487742	1.9537330003	1.9687482653	1.9658710334	1.9622259228	1.9654639652	1.9564437043	1.9536404848	1.9528448515	1.9493477658	1.9423535942	1.9592839301	1.9387454899	1.9155888611	1.9249884356	1.9195115182	1.9423258396	1.9140068461	1.8952632066	1.8876306781	1.896549172	1.8940975113	1.8902858729	1.8890276621	1.8880932556	1.8825330743	1.8798316218	1.8758997132	1.872226848	1.867934129	1.8622999352	1.861606069	1.853224165	1.850883523	1.8303450828	1.8445739661	1.83755204	1.8339716903	1.832250902	1.8284485151	1.8243315755	1.8175871959	1.8101859561	1.8089092423	1.8025719308	1.8005735961	1.7969007309	1.7906559349	1.7876214266	1.7860764178	1.7784993986	1.7750855768	1.777546489	1.7701267462	1.7641409936	1.7601813304	1.7430012027	1.7475437136	1.7431029697	1.7403737626	1.735414932	1.7343417522	1.71910445	1.726847997	1.720029605	1.7175686928	1.7154315848	1.7101859561	1.7028309742	1.6980109168	1.6959478213	1.6835599963	1.6852992876	1.6778055324	1.6625867333	1.6679156259	1.6467018226	1.6612637617	1.6551854936	1.6536127301	1.6479600333	1.6284115089	1.6394301045	1.6412249052	1.6342677398	1.6155518549	1.6238782496	1.6208252382	1.612489592	1.6055786844	1.6042557128	1.5967249514	1.5927467851	1.587510408	1.5829123878	1.5784068832	1.5749190489	1.5691553335	1.5646128226
8	0	-0.0020075863	-0.0003330558	0.0034230734	0.00513461	0.0017855491	0.0009991674	0.0009991674	0.0014339902	0.0038949024	0.0097881395	0.0196040337	0.0354796928	0.0582847627	0.0891016745	0.1302525673	0.1809880655	0.2391525581	0.306059765	0.3761402535	0.4514663706	0.5304746045	0.6117679711	0.6989453233	0.7991025997	0.8682579332	0.9527430845	1.0389027662	1.1183920807	1.1926635211	1.2579517069	1.3228975853	1.3796928486	1.4334073457	1.4791747618	1.5256823018	1.5657785179	1.6004255713	1.6329817744	1.662716255	1.6909519845	1.7144786752	1.7365898788	1.7556480711	1.7797761125	1.7920806735	1.8013044685	1.8109538348	1.8121287816	1.8375612915	1.8454621149	1.8526043112	1.8591729115	1.8663151078	1.8574891294	1.870543066	1.8775742437	1.8783236192	1.8823850495	1.8828198723	1.8783051161	1.8791562587	1.8831899343	1.8808307892	1.8829771487	1.8847256916	1.8817929503	1.8813766306	1.877361458	1.8776945138	1.8759829771	1.8737718568	1.867665834	1.869247849	1.8697104265	1.8645295587	1.8620408918	1.859922287	1.857045055	1.851355352	1.8355259506	1.8354241836	1.8449162735	1.8410861319	1.8268387455	1.8362475715	1.8348413359	1.8285317791	1.8303265797	1.8259968545	1.8287168101	1.8202608937	1.8204551762	1.816125451	1.8324174299	1.810907577	1.7953834767	1.8038116384	1.8016652789	1.815570358	1.7975483393	1.7778055324	1.7741419188	1.7797021001	1.7783328708	1.7794893145	1.769516144	1.7633916181	1.764215006	1.7629567953	1.7583865297	1.7530483856	1.7492274956	1.7450920529	1.7470071237	1.7430104543	1.7372559904	1.7233231566	1.7343325007	1.7270052734	1.7240910352	1.7173466556	1.7132667222	1.710065686	1.7044314923	1.7046905357	1.7003053011	1.6941067629	1.6927467851	1.694042002	1.6908224628	1.68023869	1.6806920159	1.674363956	1.6723101119	1.6668054399	1.6651864187	1.6633916181	1.6590711444	1.6413914331	1.6486538995	1.6447127394	1.6387917476	1.6345545379	1.6335091128	1.6205754464	1.627958183	1.6229715977	1.6176519567	1.6151540383	1.6119622537	1.6054676658	1.5993708946	1.5987232862	1.5929410676	1.5888796373	1.5877416967	1.5752983625	1.5778517902	1.5614395411	1.572226848	1.5710611527	1.5595799796	1.5646683319	1.547534462	1.5501989083	1.5520492182	1.5470903876	1.5307891572	1.5364788602	1.5343139976	1.5322231474	1.5240632806	1.519659543	1.5123230641	1.5104542511	1.5075215099	1.5016467758	1.4998612268	1.4959015635	1.4897770377	1.4850402442
8	0	0.0011564437	0.002053844	0.0052548802	0.0058839856	0.002423906	0.0016097696	0.0015542603	0.0021833657	0.0047830512	0.0110648534	0.0214358405	0.0382551577	0.0618096031	0.0949023962	0.1384124341	0.1889258951	0.2488389305	0.3168840781	0.3892682024	0.4655657323	0.5465723009	0.6301137941	0.717235637	0.8286613008	0.8929040614	0.9752798594	1.0550282172	1.1298825053	1.2014339902	1.2644462948	1.323952262	1.3788879637	1.4330465353	1.4780090665	1.5242113054	1.5694143769	1.605587936	1.6369784439	1.6700712369	1.6984457397	1.7253862522	1.7504394486	1.7694421316	1.7891016745	1.8054861689	1.8173744102	1.8314645203	1.8234249237	1.855629568	1.8623369414	1.8688685355	1.8768248682	1.8901285965	1.8664816357	1.8951059302	1.897862892	1.9028587288	1.9036728652	1.9067443797	1.8990655935	1.9043019706	1.9083911555	1.9072532149	1.9082061245	1.9061800352	1.9029975021	1.901582015	1.8998704783	1.9063373115	1.9017948006	1.8964474049	1.8924507355	1.8925617541	1.8939957443	1.8895920067	1.8840503284	1.8833749653	1.8798038671	1.8743084467	1.8535387177	1.852937367	1.8660930706	1.8671199926	1.8414099362	1.8574521232	1.856573226	1.8501804052	1.8487279119	1.8490887224	1.8466185586	1.8427421593	1.8379683597	1.8362753261	1.8621149042	1.8290036081	1.8025164215	1.8220464428	1.8192339717	1.8411601443	1.8195577759	1.786853548	1.7818854658	1.8037653807	1.8007586271	1.7954482376	1.7909982422	1.7865389953	1.7854473124	1.7797206032	1.7747895272	1.7735868258	1.7674345453	1.7619668795	1.7649366269	1.7613562772	1.759653992	1.7331205477	1.7537607549	1.7424923675	1.7450735498	1.7359422703	1.7270885373	1.7246368767	1.7254972708	1.7203719123	1.7184290869	1.7128411509	1.7097326302	1.7063373115	1.7033120548	1.6990840966	1.6963733925	1.6926542696	1.6838005366	1.6789897308	1.6818392081	1.6775187344	1.6735868258	1.6442779166	1.6631973356	1.6555370525	1.64967157	1.6496530669	1.6459987048	1.6216856323	1.6382829124	1.6308261634	1.6287538163	1.6233694144	1.6183735776	1.6191784624	1.6144694236	1.6081876214	1.6050420946	1.6023961514	1.5993708946	1.5708576187	1.5879544824	1.5618836155	1.5797761125	1.5746692571	1.5645758164	1.5620038857	1.5401239708	1.5566657415	1.5494402812	1.5464520307	1.5214913498	1.5412526598	1.5335368674	1.5258395781	1.5257285595	1.5220186881	1.5185123508	1.5124525858	1.5067443797	1.5074197428	1.4994726617	1.4932926265	1.4840873346	1.4858451291
10	0	-0.0013414747	0.0003053011	0.0031177722	0.0036081044	0.0013414747	0.0009991674	0.0009714127	0.0021556111	0.0061707836	0.0147839763	0.0289573504	0.0526320659	0.0843186234	0.1280136923	0.181737441	0.2487094088	0.3245813674	0.4093348136	0.4982051994	0.5923212138	0.6949208993	0.7903968915	0.8907577019	1.024609122	1.0967619576	1.190961236	1.2787861967	1.3622444259	1.4398741789	1.5171801277	1.575964474	1.6375335369	1.6928578037	1.7385419558	1.7885465816	1.8318068276	1.8629845499	1.897289296	1.9299657693	1.9547599223	1.9833379591	2.0042557128	2.0157368859	2.0346192987	2.0488666852	2.0639189564	2.0811730965	2.0627810158	2.1008696457	2.1055231751	2.1124988436	2.1173744102	2.1263206587	2.0998704783	2.1304653529	2.133277824	2.1289480988	2.1388935147	2.138578962	2.1369506892	2.1370802109	2.1424738644	2.1365066149	2.1392080674	2.1348228328	2.1303913405	2.1340271996	2.1356184661	2.1261263762	2.1295772042	2.1339994449	2.1268109908	2.1300582848	2.1240817837	2.1217873994	2.1164400037	2.1142658895	2.1146914608	2.108751966	2.0757701915	2.0774169673	2.0972615413	2.0923489685	2.0660283097	2.0887593672	2.0894902396	2.0884818207	2.0834212231	2.0781200851	2.0702377648	2.0706355815	2.0746600056	2.0649736331	2.1011379406	2.0564252012	2.0251364604	2.0519659543	2.0486816542	2.0815154038	2.0438153391	2.0118049773	2.0069756684	2.0308816727	2.0235729485	2.0203441576	2.0197798131	2.0147377186	2.0121472847	2.0139975946	2.006901656	2.0076140253	2.0068739014	1.9957165325	1.9927467851	1.9891386807	1.9850494958	1.9559903784	1.9777962809	1.9735220649	1.9706355815	1.9686650014	1.9670552318	1.9583587751	1.9504209455	1.9524840411	1.9497085762	1.940346008	1.9410676288	1.9371449718	1.9292904061	1.9300860394	1.924877417	1.9217411416	1.9205754464	1.916208715	1.9117587196	1.9070496808	1.898232954	1.8698399482	1.890674438	1.8909242298	1.8836155056	1.8814321399	1.8786659265	1.8465537978	1.8745859932	1.8676010732	1.866722176	1.8646683319	1.8564529559	1.8476269775	1.8458876862	1.843796836	1.841289666	1.8348690906	1.827874919	1.794782126	1.8222869831	1.7837820335	1.8245166065	1.8080303451	1.8020445925	1.7964751596	1.7691553335	1.7942455361	1.7880192432	1.7832269405	1.7528263484	1.7744194653	1.7693126099	1.767749098	1.7649181238	1.7555740587	1.7502359145	1.7490054584	1.7419927838	1.739892682	1.7317513183	1.7320103617	1.7249976871	1.7182348043
10	0	-0.0007031178	0.0008326395	0.0040891849	0.0051901193	0.001952077	0.0013322231	0.0013044685	0.0019335739	0.0053103895	0.0131742067	0.025821075	0.0476639837	0.0777407716	0.1198815802	0.1718012767	0.236996947	0.3116199463	0.3954574891	0.4851050051	0.5789989823	0.678656675	0.776602831	0.8789064668	1.01211953	1.080608752	1.1772781941	1.2764270515	1.3592191692	1.4401517254	1.5180682764	1.5784623925	1.6420852993	1.6952447035	1.7487556666	1.7985105005	1.8396891479	1.8786659265	1.907169951	1.9389860302	1.9688037746	1.9960495883	2.021630123	2.0392173189	2.0615413082	2.079785364	2.0836247571	2.1024886669	2.0883985568	2.1281802202	2.1345267832	2.1454158572	2.1480710519	2.1618188547	2.1339254325	2.1628827829	2.1738828754	2.1706355815	2.172226848	2.174465723	2.1740586548	2.1767138496	2.1757794431	2.1728652049	2.1768711259	2.1766768434	2.1725506522	2.1738551207	2.1757516884	2.1758349524	2.1669349616	2.1679433805	2.1646683319	2.1607549265	2.1617170876	2.1603386067	2.1577666759	2.1540105468	2.1526875752	2.1449440281	2.1140160977	2.115468591	2.1351466371	2.1293181608	2.1001942825	2.1261171246	2.1243500786	2.1251457119	2.1219169211	2.1226662966	2.1164770099	2.1115459339	2.1122120455	2.1080766028	2.1446294754	2.0955870108	2.0688500324	2.0924877417	2.0897585346	2.1230641132	2.0872791193	2.0544083634	2.0523267647	2.0724858914	2.073725599	2.0691090758	2.0654362106	2.056286428	2.0531131465	2.053409196	2.0514756222	2.0486076418	2.0469516144	2.0381533907	2.0349060968	2.0362383199	2.0306226293	2.0033398094	2.0268942548	2.0222869831	2.0203996669	2.0174854288	2.0096308632	2.0038763993	1.9999907485	1.9957535387	1.9931723564	1.9898603016	1.9894717365	1.9815801647	1.9809418078	1.9797113517	1.9751133315	1.9743362013	1.9663706171	1.9658617818	1.9573040984	1.9592284208	1.9511610695	1.9178554908	1.9465167916	1.9394393561	1.9344620224	1.9314460172	1.928513276	1.8928207975	1.9223517439	1.9169488389	1.9146822093	1.9066333611	1.905217874	1.9011934499	1.8975668424	1.8937274493	1.8947173652	1.8860209085	1.882579332	1.8517624202	1.8704690536	1.8415672125	1.8783606254	1.8657322602	1.8564437043	1.8565362198	1.8247478953	1.8510037931	1.8486353964	1.8415117032	1.8092515496	1.8313997595	1.8277639005	1.8240632806	1.8168470719	1.8131372005	1.8099084097	1.8093718198	1.8016097696	1.7969007309	1.7953649736	1.790961236	1.7842261079	1.7788232029
10	0	-0.0009806643	0.0001387732	0.0035063373	0.0047182903	0.0018133037	0.0012212046	0.0012489592	0.0020723471	0.0056434453	0.0131186974	0.025821075	0.0463872699	0.0752706078	0.1158294014	0.1666666667	0.2279211768	0.2969654917	0.3756684245	0.4590156351	0.5484688685	0.6379128504	0.735886761	0.8308631696	0.9550837265	1.0147192155	1.1007308724	1.1813118697	1.2547784254	1.3248034046	1.3856508465	1.4462114904	1.5033120548	1.5565824776	1.603349061	1.6504672033	1.6918401332	1.7287353132	1.761319271	1.7947728745	1.8269220094	1.8531686557	1.8772226848	1.8934499029	1.917605699	1.9334073457	1.9434360255	1.9584975483	1.9515681377	1.982107503	1.9938107133	2.0060875197	2.0087982237	2.0171616246	1.993098344	2.0201961329	2.0288370802	2.0312517347	2.0311499676	2.0346655565	2.0308446665	2.0325284485	2.0380053659	2.0361735591	2.0366823943	2.0370709594	2.0372467388	2.0279766861	2.0314552688	2.0355629568	2.0323249144	2.0298640022	2.0192617263	2.018179295	2.02041817	2.0195115182	2.0177999815	2.0134610047	2.0111666204	2.0063373115	1.981265612	1.9807197706	1.9993986493	1.9958460542	1.9719122953	1.9892589509	1.9838005366	1.9837080211	1.982005736	1.977259691	1.974178925	1.9709408826	1.9659728004	1.9678046073	1.9980294199	1.9545656397	1.9301600518	1.9440281247	1.9419372745	1.9700527338	1.9427606624	1.913886576	1.9101396984	1.9313812564	1.9249329263	1.9234249237	1.9173929133	1.9114349153	1.9137570543	1.9086409474	1.9085946896	1.8986215191	1.8952724581	1.8912757887	1.8868627995	1.8915255805	1.8890184106	1.8593486909	1.8824868165	1.8714959756	1.8711629198	1.8632250902	1.8543158479	1.8491719863	1.8519474512	1.8456008881	1.8418540105	1.8402349894	1.8352113979	1.8319826071	1.8284855213	1.8233139051	1.8214358405	1.8158016468	1.8100009252	1.8059117402	1.8016005181	1.8003053011	1.7982607087	1.7663151078	1.7852622814	1.7853177907	1.7770654085	1.7723563697	1.7707003423	1.7440003701	1.7561569063	1.7539180313	1.7527615876	1.7464335276	1.7433527616	1.7426033861	1.7371172171	1.7348875937	1.7288555833	1.7262096401	1.7222129707	1.6914793228	1.7119622537	1.6845036544	1.7050883523	1.6955685077	1.6866407623	1.6861226755	1.6592746785	1.6826440929	1.6696456656	1.673623832	1.6398371727	1.6599592932	1.6540753076	1.6489592007	1.6502359145	1.6433342585	1.6402442409	1.6346007956	1.6306966417	1.627958183	1.6199833472	1.6135535202	1.6074012397	1.6046072717
15	0	-0.0012027015	0.0002220372	0.0030067536	0.0035803497	0.0015357572	0.001026922	0.0014154871	0.0033768156	0.0103062263	0.0248866685	0.0480803035	0.0861596817	0.136441854	0.2040336756	0.2844018873	0.3803774632	0.4859468961	0.6030900176	0.7203811638	0.8448607642	0.9747987788	1.0970580072	1.2195392728	1.3825053196	1.445110556	1.5470533814	1.6396243871	1.7234156721	1.80382089	1.8929780738	1.9529836248	2.013331483	2.0752336016	2.1272458137	2.1747802757	2.2248959201	2.2570728097	2.2922379499	2.3228328245	2.3551207327	2.3872513646	2.406531594	2.4269775187	2.440447775	2.4528911093	2.4608381904	2.4873068739	2.4558701082	2.5085576834	2.5112406328	2.5173836618	2.5257563142	2.5299565177	2.495152188	2.5357664909	2.5378295865	2.5371357202	2.5469701175	2.5447960033	2.5402534925	2.5408825978	2.5463595152	2.5445832177	2.5404570266	2.5384864465	2.5371357202	2.5367749098	2.5320381164	2.5311499676	2.5350726247	2.5371634749	2.5314460172	2.535414932	2.5256915533	2.5215931168	2.5277083912	2.5181515404	2.5225460265	2.510167453	2.4674160422	2.465426959	2.4982051994	2.4930705893	2.4498751041	2.4869830697	2.4849107225	2.4830419095	2.4796743455	2.4711536682	2.4612175039	2.4680821538	2.465695254	2.4645295587	2.505772967	2.4464612823	2.4088167268	2.4396706448	2.4373022481	2.4834304746	2.4302988251	2.3837172726	2.3833564622	2.4165325192	2.4116939587	2.4084096586	2.4046535295	2.3994171524	2.3962438708	2.398316218	2.391248034	2.3944305671	2.3843371265	2.3740401517	2.3719585531	2.369904709	2.3686187436	2.3200203534	2.3576741604	2.3538162642	2.3531501527	2.349403275	2.3436025534	2.3385697104	2.332991026	2.3266722176	2.3325284485	2.3138125636	2.3123693219	2.3129429179	2.3059487464	2.3065778518	2.2990655935	2.2918216301	2.2913498011	2.2877324452	2.2838097881	2.2763252845	2.271116662	2.2294291794	2.2592561754	2.2591174022	2.2551392358	2.2487371635	2.2515218799	2.2016467758	2.239420853	2.2345175317	2.2294199278	2.2260616153	2.2207049681	2.212017763	2.2075030068	2.2067443797	2.2005180868	2.1985105005	2.1929873254	2.14268665	2.1761310019	2.1401239708	2.18788047	2.1625404755	2.1586640762	2.1552317513	2.1125358498	2.1522249977	2.144638727	2.1403182533	2.0974280692	2.1262929041	2.1257100564	2.1242298085	2.1125173467	2.1099454159	2.1012489592	2.0979369044	2.0940327505	2.0854658155	2.0797113517	2.0850217411	2.0724303821	2.0666666667
15	0	-0.0014524933	0.0002775465	0.0036728652	0.0049680822	0.001952077	0.0011656953	0.0013322231	0.0029049866	0.0086964567	0.0218336571	0.0425293737	0.0772781941	0.1245628643	0.1878527153	0.2648348598	0.3573411046	0.460107318	0.5725043945	0.6882690351	0.8095568508	0.9393005828	1.0570080488	1.1816264224	1.3328800074	1.407086687	1.5072532149	1.6108705708	1.6932463688	1.7758997132	1.8592561754	1.9139605884	1.9837450273	2.0412619114	2.0899435655	2.1399204367	2.1862614488	2.2267924877	2.2598482746	2.2893607179	2.3236192062	2.3462022389	2.3725043945	2.3994726617	2.4156906282	2.4287445647	2.440160977	2.4529188639	2.4397446572	2.4781385882	2.4842631141	2.4984272366	2.5003885651	2.508751966	2.4819964844	2.5123970765	2.5172911463	2.5252289759	2.5224072532	2.5260338607	2.5197705616	2.525534277	2.525821075	2.5214913498	2.5241095383	2.5263021556	2.5204274216	2.5213155704	2.5209640115	2.522185216	2.5209177537	2.5131001943	2.5121010269	2.5134610047	2.5113701545	2.5072439634	2.5067536312	2.5011656953	2.4977888796	2.4910445	2.4570635581	2.4557128319	2.4891571838	2.4814136368	2.4399666944	2.4753538718	2.4710889074	2.4709408826	2.4640484781	2.4654639652	2.4623831992	2.4578961976	2.4491812379	2.4492645018	2.4905079101	2.4421870663	2.4020168378	2.433647886	2.4307799056	2.4614765473	2.4234434268	2.3833287076	2.38471644	2.4104820057	2.4108335646	2.4069664169	2.4030715145	2.3953927283	2.3929410676	2.3952632066	2.3860856693	2.3872143584	2.3830881673	2.3739568878	2.3729299658	2.3698769544	2.368035896	2.3318160792	2.3659450458	2.3558145989	2.3525117957	2.3467388288	2.3452123231	2.3326302156	2.3328244981	2.3253955037	2.326006106	2.3183365714	2.3165047645	2.3088074753	2.3101396984	2.3075770192	2.3007586271	2.2965399204	2.2917938755	2.284429642	2.2837265242	2.2799333888	2.2766120825	2.2355074475	2.2706910908	2.2636691646	2.2614950504	2.2522620039	2.2506059765	2.2127486354	2.2416967342	2.2332408178	2.2335831252	2.2301137941	2.2272828199	2.2168193172	2.2141641225	2.2114904246	2.2067073735	2.1978721436	2.2008141364	2.1651124063	2.1888703858	2.1538347673	2.2035896013	2.1801924322	2.1719585531	2.1610324729	2.1293829216	2.1597742622	2.1554907947	2.1506707373	2.113331483	2.1423906004	2.1378110834	2.1312794893	2.1252012212	2.1225460265	2.1151540383	2.1161161995	2.1091312795	2.0997872144	2.1011379406	2.0943750578	2.0915810898	2.0819039689
