GFP (nM)	mCherry (nM)	0	2	4	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134	136	138	140	142	144	146	148	150	152	154	156	158	160	162	164	166	168	170	172	174	176	178	180	182	184	186	188	190	192	194	196	198	200	202	204	206	208	210	212	214	216	218	220	222	224	226	228	230	232	234	236	238	240	242	244	246	248	250	252	254	256	258	260	262	264	266	268	270	272	274	276	278	280	282	284	286	288	290	292	294	296	298	300	302	304	306	308	310	312	314	316	318	320	322	324	326	328	330	332	334	336	338	340	342	344	346	348	350	352	354	356	358	360
6	0	0.0134574087	0.023502744	0.0465998568	0.0375248548	0.0334208224	0.0431877833	0.048564384	0.0805615207	0.0964765768	0.1057106498	0.1406506005	0.1443649089	0.1667859699	0.1922850553	0.2196373181	0.2695617593	0.2854768154	0.3101010101	0.3246560089	0.3461226438	0.3746679392	0.3845064821	0.3906863915	0.4136562475	0.4195259683	0.4349956255	0.4000636284	0.4236379543	0.3942257218	0.3881730693	0.3844667144	0.3822476736	0.395888014	0.3548397359	0.362920544	0.395036984	0.3636045494	0.3323391394	0.3060049312	0.2945836316	0.299220552	0.2877594846	0.2594766563	0.255849837	0.2571860336	0.2573132904	0.2224449217	0.2365863358	0.1967310904	0.196579973	0.189366102	0.160439036	0.1714785652	0.1588165116	0.1464089716	0.151117474	0.1354807922	0.1258808558	0.1329754235	0.1239004215	0.1116360455	0.1050107373	0.0974071423	0.1099737533	0.0946074922	0.0727113656	0.071216098	0.0883480474	0.079137835	0.079368488	0.053917124	0.0709774914	0.0614729977	0.0525013919	0.0513163127	0.0565338424	0.0542909409	0.0437047642	0.0470770699	0.0401654339	0.0342161775	0.0421697288	0.0347013442	0.0233754872	0.0271136562	0.0347729261	0.0254831782	0.0320050903	0.0175137199	0.0235743259	0.0278692436	0.0127018214	0.0240038177	0.0257774596	0.0178557226	0.0259365307	0.0085659747	0.0124154935	0.0137596437	0.0247275909	0.0236538614	0.0166945041	0.0089397916	0.006983218	0.0134415016	0.0003658634	0.0174978128	0.0106975264	0.0197566213	0.0149367693	0.021251889	0.0097351467	0.0102998489	0.0051379941	0.0096397041	0.0101169172	0.0091147697	0.0033723057	0.0098067287	0.0078422015	0.0099419391	0.0034120735	0.0016225245	0.0055356717	0.0027598823	0.0063946552	0.0007158196	-0.0026167184	-0.0009544262	0.0058299531	0.0084864392	0.0115008351	0.0072774994	0.0045176171	0.0041199396	-0.0013361966	0.011166786	0.0026008113	0.0033086773	0.0014395928	0.0044460352	0.006824147	0.0020361091	0.0013282431	0.0096794719	0.0003420027	0.0030939314	-0.0015270818	0.0029030462	0.0107929691	0.0001431639	0.0066014475	0.0084864392	0.0070786606	0.0035075161	0.0035393303	0.0029666746	-0.0032768631	-0.000389724	0.0010419152	0.00279965	0.00085103	0.0043744532	-0.0084466714	0.0024974151	-0.0008430764	-0.0065139585	-0.0029587211	0.0023860654	0.0058935815	7.95355126063796E-05	-0.0016702458	-0.0017656884	-0.0040165434	-0.0039449614	0.0009782868	-0.0008669371	0.0024974151	-0.0042471964	-0.0080251332	0.0071661497
6	0	0.0244810308	0.0334287759	0.0216177523	0.0421061004	0.0500039768	0.0613457409	0.0630716615	0.0788674143	0.093565577	0.1088841168	0.1290066014	0.1655054482	0.1924123121	0.2066968902	0.242042472	0.2637874811	0.2869800366	0.2862880776	0.3719478247	0.3402767836	0.3956653146	0.3512685914	0.3829794003	0.4134892229	0.4022031337	0.4346377157	0.3932872027	0.3930963175	0.4075399666	0.402322437	0.4202576951	0.3762347888	0.3621013282	0.3598504732	0.338869005	0.3382247674	0.3143800207	0.3201224847	0.2941700469	0.288356001	0.2951403802	0.2749701742	0.2350433469	0.2318221586	0.2060765132	0.2208064901	0.2241628887	0.20170206	0.1969458363	0.1829794003	0.149733556	0.1733476497	0.1491927145	0.1472679551	0.1334764973	0.1323391394	0.1247196373	0.1170524139	0.1085898354	0.1180307007	0.0933826454	0.0852302553	0.0954028474	0.0879026485	0.0732999284	0.0767438161	0.0665155492	0.0659906148	0.0548715501	0.0729738328	0.057567804	0.0553487632	0.0530979082	0.0415970731	0.0556112304	0.0461305973	0.035608049	0.0476417721	0.0437365784	0.0273522628	0.0292054402	0.0442456057	0.0338900819	0.0294838145	0.0338662213	0.0301678199	0.0212837032	0.031957369	0.0323311859	0.0221188261	0.0232641374	0.0156605424	0.0200906705	0.0193112225	0.0212200748	0.0234788833	0.0169410642	0.0166149686	0.0129006601	0.0144197884	0.0132267557	0.0132347093	0.0098942178	0.0109918078	0.0041358467	0.0118189772	0.0156128211	0.0049709695	0.0157480315	0.0112860892	0.0102998489	0.0132426628	0.0052652509	0.0139425754	0.0123120974	0.011643999	0.0041994751	0.0150878867	0.0048437127	0.0099896604	0.0041199396	0.0055595323	-0.0018372703	0.0108565975	0.0037858904	0.0010260081	0.0081842042	-0.0028553249	0.0004056311	0.0050425515	0.0070309393	0.0034120735	0.0020042949	0.0080967152	0.0029984888	0.0010498688	0.0055595323	-0.0021713195	0.0042392428	0.0048755269	0.0068082399	0.0066809831	0.004803945	0.0040244969	0.0024258331	-0.0021395053	0.0065537262	0.0102600811	-0.0026564861	0.0075240595	0.0026008113	0.0031893741	0.000230653	0.0005647021	0.001240754	0.0043744532	0.0064264694	0.0036188658	0.0032848167	0.0077944802	0.0090511413	0.0034757019	0.001081683	0.0011930327	0.010156685	-0.0033007238	0.0024337867	0.0015032212	-0.0007158196	0.0002147459	0.0005328879	-0.004891434	0.0051777619	-0.0005328879	-0.0012248469	-0.0028871391	0.005122087	-0.0066173546	-0.0005965163	-0.0013202895	0.0057106498
8	0	0.0468384634	0.0362920544	0.0545931759	0.0569712877	0.054465919	0.0734430923	0.1178080013	0.1442694663	0.1650520958	0.1886980037	0.2376918794	0.2925395689	0.3115485564	0.3636045494	0.4014316392	0.4298337708	0.5135608049	0.5026803468	0.5539807524	0.5618229539	0.584403086	0.6302473554	0.6194862006	0.6328879345	0.6254195498	0.6139028076	0.6155253321	0.6105384554	0.588212837	0.5732124394	0.548723455	0.5305416368	0.5343513879	0.5260160662	0.4831782391	0.4382009067	0.4709297701	0.4251809433	0.455706673	0.3764256741	0.390606856	0.3518730613	0.3553726239	0.3433468544	0.3388849121	0.3220949654	0.2736021634	0.258967629	0.2596993558	0.2444921658	0.2365386145	0.2099976139	0.2034757019	0.1877833453	0.2026246719	0.1845939712	0.1559293725	0.1580688778	0.1497733238	0.1511492882	0.1512685914	0.125984252	0.1128688459	0.1396802672	0.1282271534	0.1045414778	0.1115167422	0.0893024736	0.0838861051	0.0845462499	0.0817147857	0.0729102044	0.0651236777	0.0740237016	0.061290066	0.0723773165	0.0659826613	0.0486916408	0.0542591267	0.055388531	0.0578143641	0.0574644079	0.0486836873	0.0378827647	0.0284737135	0.0455579416	0.0357909807	0.0369919669	0.0373896445	0.0475781436	0.0345502267	0.0317187624	0.0206394655	0.0257058777	0.0196452716	0.0241708423	0.0241469816	0.0161377555	0.0192475941	0.0238447467	0.0235345582	0.0209417005	0.0165513402	0.020631512	0.0167104112	0.0079774119	0.0141334606	0.0118189772	0.0146743021	0.013027917	0.0197009465	0.0113576712	0.0085341605	0.0042790106	0.0172751133	0.0180147936	0.0074206633	0.0135369442	0.0118587449	0.0103714308	0.0066491689	0.000071582	0.007372942	0.0079694584	0.0087489064	0.0085182534	0.0081126223	0.0045176171	0.0011930327	0.0122007476	0.0064821443	0.0087091386	0.0009782868	0.0035393303	0.005122087	0.0013600573	0.0052254832	0.0127654498	0.0014475463	-0.0001113497	0.0061878629	0.0044380816	0.0042312893	0.0019724807	0.011254275	0.0017736419	0.0101089637	0.0102362205	0.0026644397	0.0059969777	0.0042471964	0.0083909966	0.0096317506	-0.0006760519	0.0052970651	0.0058776744	0.0095044938	0.0041199396	0.0065775869	0.0040006363	0.0031814205	0.0026644397	-0.0012805218	0.0020042949	0.0022349479	0.0059094886	0.001861131	-0.0019565736	0.0001431639	0.0068957289	0.0036586336	-0.0033404915	0.0006442377	0.0085818818	-0.004803945	0	0.0017338742	-0.0009146584	0.0032927702	-0.0080251332	0.0007476338
8	0	0.018468146	0.0282510141	0.0398472918	0.0525332061	0.0560407222	0.073395371	0.0916805854	0.1099339855	0.1311222461	0.1453193351	0.2189374056	0.2551976457	0.2605822	0.3129245208	0.359961823	0.3973832816	0.4306927543	0.4573928259	0.4594925634	0.4952040086	0.5187147061	0.5382645351	0.5013043824	0.5520241788	0.5252763859	0.5146902092	0.5310586177	0.5719080569	0.5482462419	0.4973355603	0.5269625388	0.4701026008	0.5168853893	0.4142289032	0.4578620854	0.432044858	0.4058379066	0.4135608049	0.3990853416	0.3693390599	0.3727590869	0.3660462897	0.3312972242	0.3299848883	0.3178159548	0.2975423527	0.2852938837	0.2553408097	0.2577189215	0.2465680426	0.2147299769	0.2242185636	0.2201304382	0.1960629921	0.1901932713	0.2038017975	0.1890718206	0.1636045494	0.1517537581	0.1603595005	0.1339934781	0.1282987354	0.1132506164	0.1235504653	0.1113338105	0.1201940667	0.0942893502	0.105122087	0.07858904	0.0991728307	0.0821442774	0.0855563509	0.0659110793	0.0698719478	0.0757734829	0.0599459159	0.0601606617	0.0547761075	0.0541875447	0.0512367772	0.0509424958	0.0472281874	0.0507834248	0.0486677802	0.0346536228	0.0532410721	0.0437365784	0.0457488269	0.0323311859	0.0267716535	0.0350513004	0.0382327209	0.0328561203	0.0305495904	0.0290463692	0.0263421618	0.0274636125	0.019549829	0.0199634137	0.0264932792	0.0224369681	0.0202736022	0.0170285532	0.0083671359	0.0145629524	0.0159468703	0.0082876004	0.0002942814	0.0213314245	0.024600334	0.0118030701	0.0176330231	0.0066491689	0.0099339855	0.011023622	0.0197089	0.0055595323	0.0198122962	0.0065616798	0.015596914	0.006911636	0.0145788595	0.0023383441	0.0108804581	0.0061958164	-0.0007874016	0.0035552374	0.0007237732	0.0049152947	-0.0018293168	-0.0027042074	0.0101646385	0.0091863517	0.0059253957	0.0001352104	0.0104271057	0.0049391553	0.0033643522	0.0009941939	0.0027280681	0.0051141335	0.0079217371	0.007834248	0.0048834805	0.0146186272	0.0011294043	0.0092738408	0.0078501551	0.0053129722	0.007142289	0.0052254832	0.0076990376	0.0065060049	0.0080092261	0.000548795	0.0018213632	0.0032291418	0.0071263819	0.0102282669	0.0003499563	0.0072615923	-0.0017975026	0.0036109123	0.0065378191	0.0007078661	-0.0051857154	0.0003340492	0.0037699833	0.0136244333	0.0026962539	-0.0010180546	0.0066571224	0.0047721308	-0.0022985763	0.0005647021	-0.0001431639	0.0005408415	-0.0022269944	-0.0002386065	-0.0006999125	-0.0012566611
8	0	0.0346933906	0.0388212837	0.0489859222	0.0594050744	0.0568042631	0.067263183	0.0943529786	0.1323868607	0.1434820647	0.188125348	0.2199156924	0.2558418834	0.2921021236	0.301471407	0.3817704605	0.3981945439	0.4395211962	0.4921577985	0.502322437	0.4959436889	0.5024417402	0.5298178637	0.5492881572	0.5424799173	0.5373498767	0.5195100612	0.5504811899	0.5080569474	0.498830828	0.4792730454	0.5030780243	0.478358387	0.442129961	0.4553646703	0.4336435218	0.4467907421	0.384100851	0.3937564623	0.3824306053	0.3553089955	0.3237015828	0.3214984491	0.3015668496	0.3009464726	0.3015191283	0.2706275352	0.2522707389	0.2477054005	0.2255547602	0.2316789947	0.2105305019	0.1863039847	0.1766801877	0.1903602959	0.1501789549	0.1750735703	0.1428537342	0.1328004454	0.1319494154	0.1268114213	0.1283862244	0.113576712	0.1148492802	0.08649487	0.0921259843	0.0944722819	0.0853654657	0.0815239004	0.0774675893	0.070134415	0.065704287	0.0894933588	0.0755746441	0.0601368011	0.0659190328	0.056557703	0.0487314086	0.0547999682	0.0438081603	0.0446273761	0.0406346934	0.0425037779	0.0452477531	0.0407221825	0.035536467	0.0419311222	0.0334287759	0.0297860495	0.0297780959	0.0250775471	0.0267000716	0.0413346059	0.0337628251	0.01885787	0.0278771972	0.0134335481	0.0273443092	0.0184045176	0.0239720035	0.0234868369	0.0148254195	0.021729102	0.015596914	0.0185556351	0.0141095999	0.0152549113	0.0122723296	0.0068559612	0.0049152947	0.0131710809	0.0123518651	0.0189214984	0.0141652748	0.01155651	0.0106657122	0.0119303269	0.0115724171	0.0192157798	0.0112383679	0.0127097749	0.0033802593	0.0084228108	0.0095919828	0.0047244094	0.0018293168	0.0061799093	0.0104509664	0.0092420266	0.0035552374	0.0085023463	0.0041199396	0.0106657122	0.0057742782	0.0085023463	0.006434423	0.001169172	0.0078740157	0.0116201384	0.0072695459	-0.0007555874	0.0060685596	0.0088045812	0.0006999125	0.0143084387	0.0099180784	0.0022031337	0.0028553249	0.0069911716	0.010777062	0.0110792969	0.0015509425	0.0138312256	0.003260956	0.0077706196	0.0027439752	0.0049948302	0.0038256582	0.0040722182	0.0047403166	0.0050027837	0.0047562237	0.0018531774	0.0031336992	-0.0068002863	0.0009703333	-0.0011771256	0.0045335242	0.0031496063	0.000691959	0.0018372703	-0.002640579	0.0039131472	-0.0004056311	-0.0069275431	-0.0017259206	-0.0004772131	0.0049789231	-0.00535274	0.00255309	0.0027598823	-0.0001352104
10	0	0.0457408733	0.0468146027	0.0372942019	0.0586415334	0.0686868687	0.0898353615	0.114658395	0.1527638591	0.1917998887	0.2626660304	0.2575200827	0.3212677961	0.3661655929	0.4170524139	0.4626342162	0.5298337708	0.5428855484	0.5627376123	0.5944245606	0.5936292054	0.6442694663	0.6469498131	0.6417243299	0.6929452	0.6499721626	0.63296747	0.6611946234	0.6298178637	0.6052493438	0.6181181898	0.6145311382	0.5540205202	0.5351865108	0.5266125825	0.5131472202	0.4982343116	0.4746758928	0.4435059254	0.4135926191	0.4072774994	0.4031575599	0.379050346	0.3703809751	0.3463771574	0.3341605027	0.3384395132	0.3197963891	0.2840690368	0.2873777141	0.2798059333	0.2589199077	0.2405869721	0.2295553965	0.2207826294	0.2059174421	0.2099101249	0.1839656407	0.183003261	0.1708422811	0.1691640818	0.1542750338	0.1482462419	0.145390917	0.1489620616	0.1335003579	0.1085500676	0.1055754394	0.1063389804	0.0900182932	0.0983615684	0.1029746282	0.0973435139	0.077650521	0.0753837588	0.0919748668	0.0835918237	0.0709695379	0.0697367375	0.0668814126	0.0675097431	0.0613457409	0.0527399984	0.0668177841	0.0340173387	0.0456056629	0.047395212	0.0386542591	0.0468702776	0.0566929134	0.0298973992	0.0464328323	0.0358466555	0.0366022429	0.028783902	0.0384236061	0.0334287759	0.0333810546	0.0359898195	0.0284100851	0.0315994592	0.0340332458	0.0170762746	0.0224449217	0.0176250696	0.0131790344	0.0213632387	0.0138232721	0.0125586574	0.0273204486	0.0173466953	0.0205837907	0.0188021952	0.0117314881	0.0157082637	0.0143879742	0.02591267	0.0171319494	0.0124632148	0.0155332856	0.0173387417	0.0141175535	0.0111190647	0.0074922453	0.0107850155	0.0082716933	0.0036268194	0.0094726796	0.0094806331	0.0048437127	0.0107213871	0.0103714308	0.0103555237	0.0058697208	0.0090988626	0.0023781118	0.009234073	0.014889048	0.0017179671	0.0031177921	0.0014873141	0.0025371829	0.0066809831	-0.0001352104	0.0067684721	0.0067684721	-0.0030223495	-0.0009623797	0.007372942	-0.0091227233	0.0052095761	0.0025292293	0.0093454227	0.0045494313	0.0018293168	0.0091147697	0.0043983138	0.0100771494	0.0118269307	0.0070309393	0.0103237095	0.001558896	0.0092022588	0.0083114611	0.0023860654	0.0048596198	-0.0050664122	0.0040563111	-0.0027439752	0.0054879504	0.006824147	-3.97677563031885E-05	0.0106418516	0.0062276306	0.0010180546	0.0011850791	0.0035552374	0.0002545136	0.0005408415	0.0020520162	-0.0005806092	-0.0020440627
10	0	0.0534001432	0.0406108327	0.0409926032	0.051984411	0.0485484769	0.082772608	0.1230334845	0.1574166866	0.1680108168	0.2271136562	0.2599538694	0.307213871	0.3472440945	0.3968424401	0.4803626819	0.5237254434	0.5510697526	0.5792014635	0.6210530502	0.5984729182	0.6412630239	0.6548954108	0.6633420822	0.6630478008	0.6632864074	0.645303428	0.6578064106	0.6102759882	0.6196850394	0.6067366579	0.5998806967	0.6074922453	0.5908056947	0.526302394	0.5540682415	0.4934860415	0.5114451603	0.4535035393	0.4555873698	0.4282032928	0.4280442217	0.3882366977	0.3868925475	0.3709536308	0.3463532967	0.3492006681	0.308772767	0.2931599459	0.2942973037	0.2893263342	0.2739043983	0.2364352183	0.2561361648	0.2105941303	0.2423765211	0.2034677483	0.1986399427	0.180998966	0.1695776664	0.1648453034	0.1762745566	0.179670723	0.1527161378	0.1269625388	0.1369840134	0.1453670564	0.1189374056	0.1043824067	0.0967469975	0.1080251332	0.1066968902	0.0980354728	0.078127734	0.0884832578	0.0895410801	0.0847609958	0.0886980037	0.082382884	0.0644953472	0.0668177841	0.0595800525	0.054076195	0.052286646	0.0600731727	0.0428616877	0.044842122	0.0439274636	0.0422890321	0.0377952756	0.0502266762	0.0459556192	0.0283544102	0.0352421856	0.0341286885	0.0379463931	0.0415891195	0.0259603913	0.0292849757	0.023590233	0.030096238	0.0277817546	0.0218245447	0.0121132586	0.0300087489	0.0201463453	0.0302632625	0.0193589438	0.0124393542	0.0230493916	0.0193987115	0.0221108725	0.0183965641	0.0233516265	0.0160900342	0.0177284658	0.0194225722	0.0202099738	0.0131313131	0.0090193271	0.0136403404	0.0148095124	0.0104986877	0.0121450728	0.0192794083	0.0094170047	0.0141732283	0.0111190647	-0.0031177921	0.0072297781	0.00790583	0.0084148572	0.0138153185	0.0119303269	0.0187385668	0.0041438002	0.0040563111	0.011166786	0.0088523026	0.0033563986	-0.0003976776	0.0058299531	0.0020997375	0.0085500676	0.0082478327	0.0045255707	0.0045653384	0.0001113497	0.0002863278	0.0044301281	0.0075717808	0.0039370079	0.0078660622	0.0041915215	0.0023781118	0.0042949177	0.0101725921	0.0074286169	0.0085341605	-3.18142050425524E-05	0.0059333492	0.0043505925	0.0023542512	0.0030143959	0.004342639	0.003332538	0.0071502426	0.0016463851	0.0052970651	0.0040801718	0.004271057	0.0062117235	-0.0045335242	0.0059413028	-0.0016543387	0.0033802593	0.0035313768	-0.0045414778	0.0011850791	0.0084228108	0.0004931202	0.0002942814
10	0	0.0272488666	0.0330708661	0.035146743	0.0556589517	0.0592619104	0.0828680506	0.1105543625	0.1526206951	0.1698719478	0.2416686551	0.2271454705	0.2933031098	0.3161536626	0.3740316551	0.4245526127	0.4728783902	0.5109599936	0.5426708025	0.5659110793	0.5730136006	0.5518332936	0.6039290543	0.6074365704	0.5964049948	0.5891036348	0.5790901137	0.5704286964	0.6042631035	0.5495347173	0.518380657	0.5437127177	0.4819852064	0.5092261195	0.4819692993	0.478429969	0.4616320687	0.4141652748	0.4189771733	0.3566372385	0.3651634455	0.3510220313	0.3467668814	0.3094170047	0.29720035	0.3004215382	0.2761154856	0.2525332061	0.2511413346	0.2294201861	0.2288634375	0.2121530263	0.2255308995	0.2142129961	0.1695776664	0.2110474827	0.162069514	0.1702219041	0.148882526	0.1416368408	0.1386701662	0.1286009703	0.1282032928	0.120098624	0.107993319	0.0982820329	0.0993637159	0.1012089398	0.0823590233	0.0825021872	0.0781038734	0.077897081	0.0819533922	0.0642408335	0.0605424322	0.0686868687	0.0677006283	0.0541716376	0.0470691164	0.0616320687	0.0492324823	0.0500835123	0.0389962618	0.0507595641	0.0464010181	0.0434343434	0.0463930645	0.0277499403	0.0423844747	0.0315199236	0.037628251	0.0304939155	0.0396882208	0.0333333333	0.0215064026	0.0290463692	0.0385826772	0.0154617037	0.0228187386	0.0237095363	0.0223176648	0.020098624	0.0200349956	0.0171001352	0.0172432991	0.023200509	0.0153264933	0.0159468703	0.0068559612	0.0170842281	0.0132903842	0.0164558976	0.0134096874	0.0117076275	0.0125109361	0.0112145073	0.0128608924	0.0109997614	0.0088125348	0.0115485564	0.01435616	0.0069354967	0.0130756383	0.0061799093	0.0140300644	0.0037143084	0.0080410403	0.0069195896	0.0049471089	0.0128131711	0.0013441502	-0.0022031337	0.0086375567	0.0142448103	0.0049232482	0.0045255707	-2.38606537819136E-05	0.0031973276	0.004963016	0.0070548	0.0005328879	0.0028473714	0.0196850394	-0.0005647021	0.0040483576	0.0050505051	0.0094090511	0.0091783982	0.0048198521	0.002712161	0.0045653384	0.0068957289	0.0094885867	3.97677563031885E-05	0.0002067923	0.0026246719	0.0054720433	0.0075717808	0.0047880379	0.0039051937	0.0090590949	-0.0031177921	0.0018770381	0.0073808956	0.0041994751	0.0030462101	0.0015668496	-0.0028632785	0.0009782868	0.0052493438	-0.001861131	0.0018929452	0.0041994751	0.0009544262	-0.0017975026	-0.0004135847	0.0052970651	0.0043585461	0.0017338742	0.0061799093	-0.0026326255	0.001010101
15	0	0.051896922	0.0579336674	0.0536387497	0.0633898035	0.1000636284	0.1402767836	0.214038018	0.2611389485	0.3335321721	0.3808239879	0.4305814046	0.5109122723	0.585182534	0.6486677802	0.7178000477	0.7124154935	0.7929452	0.7963095522	0.8525013919	0.8345502267	0.81155651	0.8584983695	0.8684959835	0.846011294	0.8267796071	0.8108247833	0.7752724091	0.7692356637	0.7931042711	0.7066412153	0.6939871152	0.6858267717	0.6549192715	0.6081682971	0.5996659508	0.570913863	0.5547283862	0.5221745009	0.5250934542	0.5227392031	0.5016066174	0.4468384634	0.453225165	0.3987990138	0.4155253321	0.3956096397	0.3452557067	0.3352262785	0.3277260797	0.3279567327	0.2864312415	0.3132426628	0.2693788276	0.2323311859	0.2366261036	0.2378032291	0.2526843236	0.2371908057	0.1910522548	0.1917362602	0.2000636284	0.1798616082	0.1709456772	0.1596993558	0.140109759	0.1299053527	0.1392666826	0.1332776585	0.1246878231	0.1252286646	0.1265250935	0.1106816193	0.1056390678	0.1050186908	0.097057186	0.0903921101	0.0836395451	0.0790185318	0.0757337151	0.0735703492	0.0623956096	0.0780561521	0.0677006283	0.0568758451	0.0595164241	0.0577745964	0.0498926271	0.0489222938	0.0404199475	0.053137676	0.0653304701	0.0486836873	0.0428537342	0.0369919669	0.0451284499	0.0483655452	0.0331185874	0.0300007954	0.0357114452	0.0344865983	0.0172353456	0.0336355683	0.0323948143	0.037930486	0.0273999841	0.0232243697	0.0258013203	0.0160184522	0.020949654	0.0262705798	0.0247116838	0.0309234073	0.0172671598	0.0281873857	0.0190408017	0.0204724409	0.027845383	0.0147776982	0.0198520639	0.0154060288	0.0166945041	0.0158911954	0.0177761871	0.0079455977	0.0188419629	0.0160104987	0.0079694584	0.0157321244	0.0068002863	0.0106020838	0.0052891116	0.0112622286	0.0064900978	0.0126302394	0.017458045	0.0079694584	0.0116678597	0.0135528513	0.0101805456	-0.0053368329	0.0088363955	0.0129324743	0.0032530025	0.0107293407	0.0083432753	0.0069275431	0.0104668735	0.0074206633	0.003881333	0.0082160185	0.0009067048	0.0036904478	0.007675177	0.0100612423	-0.0004056311	0.0095044938	0.0113417641	0.008223972	0.0055754394	0.0062196771	0.0074763382	0.0019008988	0.002322437	-0.0023383441	0.0109679472	-0.00170206	0.0075638272	0.0052493438	0.0003101885	0.0003340492	0.0111270182	0.0011930327	-9.54426151276545E-05	-0.0011771256	0.0012566611	0.0004533524	-0.0020361091	0.0005885628	-0.0002863278	0.0023542512	0.0020122485
15	0	0.0628012408	0.0646623717	0.0423765211	0.0697128768	0.0920703094	0.1340968743	0.1821840452	0.2295474429	0.3202656486	0.3551737851	0.4244014953	0.5041358467	0.5259365307	0.5908295554	0.6774039609	0.7646703253	0.7747395212	0.8189055913	0.8210769108	0.8234073014	0.8340093852	0.8099896604	0.8437524855	0.8822079058	0.8242026565	0.7665871312	0.8329913306	0.786033564	0.8176807445	0.7211484928	0.698687664	0.6737771415	0.6537262388	0.6262069514	0.6418754474	0.6058458602	0.566253082	0.5179750258	0.5433468544	0.5131233596	0.5148970015	0.486972083	0.4624830987	0.4392428219	0.4041199396	0.3996659508	0.356398632	0.3632625467	0.3371033166	0.3249502903	0.3053050187	0.2881651157	0.2879424163	0.2594846099	0.2516344548	0.2702775789	0.2278215223	0.2174819057	0.2064423765	0.214427742	0.1838145232	0.1790742066	0.1761472998	0.1598663803	0.1525411596	0.1412630239	0.1577109679	0.1387894695	0.13661815	0.1284975742	0.12421061	0.1113497176	0.1077865267	0.1106975264	0.1055038575	0.1058776744	0.0780084308	0.0784935974	0.0964924839	0.0773641931	0.0602481508	0.0690368249	0.0690129643	0.051984411	0.0545056868	0.0622603993	0.0517776187	0.047252048	0.0368885707	0.0464089716	0.0484132665	0.0462737612	0.0377714149	0.0377077865	0.0389962618	0.0459317585	0.0450966356	0.0379941144	0.0338741748	0.0283782709	0.0306211724	0.0324663962	0.0296508391	0.0286725523	0.0259206236	0.0218881731	0.0233436729	0.0230334845	0.0265569077	0.0193987115	0.0188658236	0.0275113338	0.0209417005	0.0155650998	0.0130994989	0.0157003102	0.0194225722	0.0130358705	0.0068480076	0.0228028315	0.0140936928	0.0167740396	0.008613696	0.0180625149	0.0132108486	0.011643999	0.0113815319	0.0092420266	0.0072774994	0.0092420266	0.0139743896	0.0142448103	0.0039608685	0.01520719	0.0129483815	0.0051061799	0.003030303	0.0061083274	0.0065537262	0.0088125348	0.0067843792	0.0087807206	0.0022031337	0.0169569713	0.0121848405	0.0052572974	0.0081046687	0.0068480076	0.0050743657	0.0066889366	0.0043187783	0.0048357592	0.0119700946	0.0103714308	0.0102123598	-0.0024735544	0.006044699	0.0092261195	0.0109440865	0.0089397916	0.0074524775	0.0082478327	0.0059253957	0.007444524	0.0111588324	0.0014952676	0.0006442377	0.0046289668	0.0074683846	0.0140539251	0.0027280681	0.0028155571	0.0028394178	-0.0069275431	0.0026883003	0.0065616798	0.0008987513	0.001471407	0.0027916965	-0.0017975026	-0.0034279806
