GFP (nM)	mCherry (nM)	0	3	6	9	12	15	18	21	24	27	30	33	36	39	42	45	48	51	54	57	60	63	66	69	72	75	78	81	84	87	90	93	96	99	102	105	108	111	114	117	120	123	126	129	132	135	138	141	144	147	150	153	156	159	162	165	168	171	174	177	180	183	186	189	192	195	198	201	204	207	210	213	216	219	222	225	228	231	234	237	240	243	246	249	252	255	258	261	264	267	270	273	276	279	282	285	288	291	294	297	300	303	306	309	312	315	318	321	324	327	330	333	336	339	342	345	348	351	354	357	360
10.0	0.0	0.1642806013	0.1254275034	0.0814125507	0.0768233516	0.1011930327	0.1571939871	0.1750497097	0.2177761871	0.2618706753	0.2984251969	0.3649009783	0.3939473475	0.4898512686	0.4525650203	0.5534319574	0.5419231687	0.5330151913	0.5504016543	0.5219358944	0.5475463294	0.5030223495	0.4991330629	0.4849757417	0.4356875845	0.3892786129	0.3680823988	0.3697685517	0.3564543068	0.3476497256	0.3194623399	0.3139505289	0.3025849042	0.2561918397	0.2249105225	0.2198202497	0.2074365704	0.1907818341	0.1845144357	0.1780243379	0.1451204963	0.1356319096	0.1396086853	0.1252286646	0.1212041677	0.112956335	0.0938121371	0.0942177682	0.0969776505	0.0788753679	0.0672790901	0.0722898274	0.0719637318	0.0639624592	0.0530899547	0.0484132665	0.0500994194	0.0498926271	0.0434582041	0.045231846	0.0391791935	0.0389962618	0.0404676688	0.0265887219	0.0310268035	0.0306768472	0.0167660861	0.022810785	0.0198918317	0.0124791219	0.02761473	0.0199236459	0.0242503778	0.0137039688	0.0179591187	0.0149367693	0.0146504414	0.0120734908	0.009075002	0.0159786845	0.0177046051	0.0170285532	0.0131233596	0.0165513402	0.0105384554	0.0134892229	0.0100294281	0.0082637398	0.0191123837	0.0088761632	0.0037302155	0.0104191522	0.0043346854	0.0150163048	0.0095760757	0.0088682097	0.0105861767	0.0055038575	0.0054561362	0.0046130597	-0.0017975026	0.0055277181	-0.0042471964	0.0027439752	0.0053606935	0.0070388929	0.0042471964	-0.0025292293	-0.0010260081	-0.0002465601	0.0062117235	0.0069593574	-0.00170206	0.0048278056	0.0131313131	-6.36284100851021E-05	-0.0027042074	0.0003260956	0.0049152947	0.0062117235	-0.0019963414	0.0087966277
10.0	0.0	0.1241469816	0.0934303667	0.0653304701	0.0719557783	0.1211882606	0.1490813648	0.1797025372	0.2180625149	0.2409926032	0.29744691	0.3529467907	0.4059969777	0.4582836236	0.4759007397	0.512105305	0.5279169649	0.5622444922	0.5332219836	0.5410482781	0.5395291498	0.4883480474	0.4809512447	0.4799650044	0.4683528195	0.4118985127	0.4396404995	0.3616559294	0.3246957767	0.3296110713	0.3032132347	0.2675892786	0.2714706116	0.259961823	0.2265091864	0.2162650123	0.2068639147	0.1770380975	0.1784776903	0.161751372	0.1556430446	0.1169251571	0.1093772369	0.133675336	0.1340889207	0.1081364829	0.1063867017	0.0973673745	0.088125348	0.0933587847	0.0801161218	0.0784220154	0.0526127416	0.0647498608	0.057480315	0.0440944882	0.0574246401	0.0412312097	0.031193828	0.0318937406	0.0356716774	0.0314801559	0.0451682176	0.0294281397	0.031885787	0.0381929532	0.03661815	0.0281555715	0.0226119462	0.0166308757	0.0216734272	0.0262944405	0.0246082876	0.0136085262	0.0169808319	0.0278931043	0.0135528513	0.0088045812	0.0170921817	0.0163843156	0.0127415891	0.0087011851	0.0115962777	0.0133301519	0.0065537262	0.0154935179	0.0037063549	0.0062594448	0.0079217371	0.0053925078	0.0105543625	0.0074127098	0.0050982264	0.0110792969	0.0166626899	0.0104191522	0.0147140698	0.0023065299	0.0032848167	0.0039449614	0.0097510538	0.0105623161	-0.0013600573	0.011643999	0.0040960789	0.0004056311	0.0058219995	0.0020281556	0.0076115486	0.0122325618	0.0007714945	0.0040006363	-0.0018929452	-0.0012805218	0.0081682971	0.0021076911	0.0028076036	-0.0043744532	0.0113099499	-0.005670882	-0.0031177921	0.0002067923
20.0	0.0	0.2260081126	0.1689254752	0.1033166309	0.142129961	0.2534240038	0.3118110236	0.4145152311	0.4740396087	0.4837986161	0.5831543784	0.664781675	0.6778652668	0.7412232562	0.7083035075	0.6897717331	0.7385349559	0.7360932156	0.684403086	0.7158037064	0.6513163127	0.6037620297	0.5635091068	0.5376839259	0.5083909966	0.4765131631	0.4390201225	0.4123598187	0.3966595085	0.3757337151	0.3751053846	0.3362841009	0.3197884355	0.292627058	0.2615366261	0.2549431321	0.2350672075	0.2047403166	0.1837270341	0.1908613696	0.1683130518	0.1774834964	0.1350990217	0.1359182375	0.1163604549	0.1009067048	0.1272647737	0.1091306768	0.1035393303	0.0892786129	0.0740793764	0.0880139983	0.0813648294	0.0604788038	0.0632307325	0.059341446	0.0551340173	0.0553089955	0.049805138	0.0508390997	0.0510140778	0.0413107452	0.0466237175	0.0358705162	0.0348922294	0.0394814285	0.0378827647	0.0342638988	0.0331106339	0.0207110475	0.0316471805	0.019780482	0.0171876243	0.0272568202	0.0166706434	0.0245526127	0.0175375805	0.0162968265	0.0211484928	0.0119939553	0.0164161298	0.0205837907	0.0053925078	0.0133062913	0.0073172672	0.0079535513	0.006521912	0.0123200509	0.0162491052	0.0170842281	0.003491609	0.00085103	0.0081046687	0.009695379	0.0087409528	0.0093215621	0.0084864392	0.006434423	0.0076274557	0.0125347968	0.0064105623	0.0003976776	-0.0026246719	0.0089954665	0.0011373578	0.0151515152	0.0083989501	0.0088045812	0.0015748031	0.0050266444	0.0097431003	0.0071741032	0.0032848167	-0.0016145709	3.18142050425524E-05	0.0042074286	-0.0027042074	0.0050982264	0.0058458602	-0.0044778494	-0.0034041199	0.0021872266
20.0	0.0	0.1945836316	0.1661815	0.1169410642	0.1413902808	0.215986638	0.3035552374	0.3692754315	0.411787163	0.4702696254	0.5429491768	0.5899069435	0.6676290464	0.6623399348	0.6639942734	0.6606617355	0.6834884276	0.6833134495	0.673164718	0.6464169252	0.6296031178	0.5758689255	0.5292929293	0.5346774835	0.4888729818	0.4581404597	0.4149924441	0.3984729182	0.3699355762	0.3638033882	0.3200588563	0.3073888491	0.2839258729	0.2640419948	0.2469816273	0.2375964368	0.2213950529	0.1843155969	0.1968742544	0.1616082081	0.1534240038	0.1550306212	0.1369124314	0.1253002466	0.1256183886	0.107993319	0.1075081524	0.0873458999	0.0713513084	0.0817386463	0.0864153344	0.0782549909	0.0717728466	0.0647975821	0.070985445	0.0505607254	0.0573530581	0.0413266524	0.0456056629	0.0390757973	0.0342638988	0.0374214587	0.0398950131	0.030645033	0.0232959516	0.032895888	0.0328720274	0.0182056788	0.0237095363	0.0146981627	0.0198838782	0.0288952517	0.0207667223	0.0205519765	0.0270023065	0.0197566213	0.0143163923	0.0102362205	0.0169728784	0.0125904716	0.0071104748	0.0103952915	0.0099737533	0.0072456852	0.0156923566	0.0110077149	0.0132506164	0.0073093136	0.010474827	0.0089238845	0.0094329118	0.0139743896	0.0055754394	0.0055913465	0.0135846656	0.0084625785	0.0035711445	0.0129245208	0.0077706196	0.0062833055	0.0107293407	0.006434423	0.0004294918	0.0026723932	0.0030223495	0.0102123598	-0.0005010737	0.0034597948	-0.0005010737	0.0045255707	-0.0011373578	0.0030700708	0.0037620297	-0.0024258331	0.006593494	0.0097431003	-0.0004374453	0.011254275	0.0045335242	0.0006044699	0.0046846417	0.0059810705
20.0	0.0	0.20985445	0.1523184602	0.1276783584	0.1507913784	0.1903841565	0.2974230494	0.4075717808	0.4529229301	0.4970174183	0.5637318063	0.6584347411	0.6834963811	0.7477610753	0.6956096397	0.7351546966	0.7041278931	0.7263103476	0.6673665792	0.669514038	0.663222779	0.6080808081	0.5792332777	0.5439592778	0.5108486439	0.4677324425	0.4231289271	0.4183488428	0.3791457886	0.3703173467	0.334828601	0.3293167899	0.3216734272	0.2829396325	0.2400620377	0.2250218723	0.2110156685	0.1915930963	0.1745406824	0.1571701265	0.1739680267	0.1537898672	0.1485325698	0.1373498767	0.1173148811	0.1058935815	0.1072456852	0.0937405552	0.0997216257	0.0904716456	0.0787560646	0.082311302	0.0755905512	0.0729102044	0.0657838225	0.0586972083	0.0398154776	0.0498449058	0.047872425	0.0438240674	0.0458840372	0.04732363	0.0354330709	0.0358466555	0.0315994592	0.0345899944	0.0313688062	0.0211405393	0.0317982979	0.0196134574	0.0234391156	0.0212598425	0.0191680585	0.0273284021	0.0154537501	0.0229300883	0.0217131949	0.0068718683	0.0117473952	0.0160502664	0.013648294	0.0091545375	0.0150083512	0.0067207508	0.0097987752	0.0103873379	0.0192873618	0.0096476577	0.0100691959	0.0047482701	0.0046369204	0.0088920703	0.0026883003	0.0048755269	0.0104111986	0.0084625785	0.011254275	0.0091306768	0.0060287919	0.0015827567	0.0070786606	-0.0003181421	-0.0020758769	0.0058458602	0.0072934065	0.0013839179	0.0122882367	0.000620377	0.0062753519	0.0091545375	0.0027280681	0.0049550624	0.0038097511	-0.0029269069	0.0054481826	0.0020838304	-0.0050186908	-0.0006999125	0.0080410403	0.0022031337	-0.0013759644	0.0016861529
40.0	0.0	0.3968503937	0.3898989899	0.3054163684	0.3854609083	0.559198282	0.6466952995	0.7697526446	0.8314722023	0.8187067526	0.9485087091	1.016129802	1.0089556987	1.0086057425	0.9563588642	0.9338185	0.9592937246	0.9301041915	0.8947824704	0.8361329834	0.8284578064	0.7749622206	0.7573053368	0.7231527877	0.6795673268	0.6596675416	0.6112940428	0.5781675018	0.5565974708	0.5603674541	0.5344945518	0.4626501233	0.4914897002	0.4556669053	0.4333333333	0.3890877277	0.3754155731	0.338550863	0.3679312813	0.3227869244	0.3298019566	0.3119860017	0.2596993558	0.3063548875	0.2653225165	0.2759961823	0.2620058856	0.2288395769	0.2335798934	0.2282669212	0.2265489541	0.2025451364	0.2040801718	0.1771096795	0.1815079933	0.1909806729	0.1865584984	0.1816511572	0.1998647896	0.174317983	0.1647100931	0.1713513084	0.1547840611	0.1374214587	0.1791298815	0.1835281953	0.1559214189	0.144452398	0.1577348286	0.1495347173	0.1511890559	0.1731090432	0.1310029428	0.14367295	0.1451602641	0.1371510379	0.1340252923	0.1310188499	0.1505686789	0.1390757973	0.1323311859	0.1146424879	0.115509425	0.1426071741	0.1343513879	0.1222938042	0.1303348445	0.1127734033	0.1361250298	0.1173944166	0.1122723296	0.1258808558	0.1351626501	0.1206712797	0.1211962141	0.1252604788	0.1159548238	0.1166467828	0.1215859381	0.1247991728	0.1152867255	0.1194146186	0.1203531377	0.1273681699	0.1108009226	0.1279885469	0.1386065378	0.1146265808	0.1229062276	0.1226358069	0.1236300008	0.1067684721	0.1068161934	0.1117473952	0.133126541	0.1061401416	0.1203213235	0.1400779448	0.1182056788	0.1277817546	0.1211484928	0.1246401018
40.0	0.0	0.42591267	0.2798536547	0.1996659508	0.2295553965	0.4535194464	0.5434025292	0.6803229142	0.6635647817	0.7255547602	0.8080410403	0.9030780243	0.9027519287	0.9035472839	0.8956096397	0.8561282112	0.8739918874	0.8019008988	0.7995068798	0.7665314563	0.724902569	0.6947427026	0.6703093931	0.6001033962	0.5836474986	0.5759405074	0.5331026803	0.4827487473	0.4400620377	0.4444762586	0.3846735067	0.3872265967	0.3914658395	0.3504891434	0.3114053925	0.306291259	0.2631750577	0.2558021156	0.2345025054	0.2402529229	0.2402290623	0.1883639545	0.1971844429	0.1874095284	0.1599777301	0.1410880458	0.1383599777	0.1104907341	0.1116519526	0.1044062674	0.1035711445	0.099538694	0.0739918874	0.0921418914	0.0850155094	0.0757337151	0.0725045733	0.0781913624	0.0514038018	0.0727670405	0.0473633978	0.0443171876	0.0595323312	0.046631671	0.0456295236	0.050194862	0.0459476656	0.0307086614	0.0382645351	0.0329277022	0.0376839259	0.0330470055	0.0334367295	0.0276624513	0.0319414619	0.0245287521	0.0193509902	0.0154139823	0.0149208622	0.0191760121	0.0296587927	0.0170762746	0.0218563589	0.0124711684	0.0263819295	0.0211962141	0.0195736897	0.0110315756	0.0187544739	0.0133142448	0.0129165672	0.02421061	0.0096556112	0.0162331981	0.0104350593	0.0078660622	0.0118030701	0.0072695459	0.0059333492	0.0161616162	0.0085580212	0.0137596437	0.0049152947	0.0089954665	0.0073649885	0.0068480076	0.0091863517	0.007993319	0.006824147	0.0086057425	0.0112940428	0.0021156446	0.0041676609	0.0083353217	0.0095999364	7.95355126063796E-05	0.0063389804	0.0056231607	0.0060606061	0.0032768631	0.0020122485	0.0049789231
40.0	0.0	0.3914578859	0.2820965561	0.1888093534	0.2713831226	0.4001908852	0.5418515867	0.6539091704	0.7379384395	0.7637795276	0.8304461942	0.8081364829	0.8869800366	0.8944086535	0.867811978	0.8193350831	0.8098067287	0.856470214	0.7692038495	0.7472281874	0.7339218961	0.6776346139	0.6583552056	0.5980752406	0.5783027122	0.5556828124	0.4826851189	0.5213075638	0.4214030064	0.4211166786	0.4092977014	0.3555635091	0.3642885548	0.3252445717	0.2862801241	0.2740077945	0.2725045733	0.2511015668	0.2449773324	0.198830828	0.2151515152	0.1724488984	0.1615604868	0.170826374	0.1577825499	0.1463612503	0.1385270023	0.1220392905	0.1284259922	0.1066253082	0.0986558498	0.0953153583	0.1028632785	0.0850552772	0.0813886901	0.0742066333	0.0751053846	0.0564065855	0.047872425	0.0622922135	0.0464089716	0.0496381134	0.0511572417	0.0460351547	0.0452000318	0.0382883958	0.0483098704	0.0362204724	0.0456851984	0.0305654975	0.0246798696	0.0322834646	0.0284737135	0.0392348684	0.0298178637	0.0233834407	0.0140539251	0.020329277	0.0268989104	0.0080569474	0.0212837032	0.0182215859	0.0097351467	0.0156923566	0.0229937167	0.0205519765	0.0165433866	0.0113417641	0.010546409	0.0118587449	0.0163047801	0.0076990376	0.0049550624	0.0192873618	0.0070707071	0.0154537501	0.0065298656	0.0126620536	0.0102998489	0.0129165672	0.0032848167	0.0090829555	0.0077308518	-0.0040563111	0.0115883242	0.0078740157	0.0042233357	0.0114531138	0.0081603436	0.010777062	0.0043744532	0.0005408415	0.0034279806	0.0054959039	0.0129881492	0.0055197646	0.0003260956	0.0016861529	0.0161536626	-0.0043585461	0.0033723057	0.0034757019
0.0	2.5	0.0290622763	0.0529865585	0.0315199236	0.0127336356	0.0036984013	0.0039847292	-0.0036188658	-0.009234073	-0.0003817705	0.0033166309	-0.0019804343	-0.0035472839	0.0049550624	-0.0058697208	0.0049948302	0.0006680983	0.0206553726	0.0026326255	0.0055436252	-0.0052095761	-0.0049471089	0.0034757019	0.0016543387	-0.0022031337	-0.0034438877	0.006593494	0.0081364829	-0.0051539012	0.0107850155	0.0112304144	0.0088204883	0.0283544102	0.0064423765	0.0173944166	0.0239004215	0.0202736022	0.0272886344	0.027081842	0.0375328084	0.0337628251	0.0425037779	0.0396325459	0.0478962857	0.0552771813	0.0512288237	0.0549192715	0.0486439195	0.0579416209	0.0644158117	0.0799490973	0.0687823113	0.0810069196	0.0746043108	0.0996420902	0.0728704366	0.0990853416	0.0929849678	0.0928497574	0.1031655134	0.0951562873	0.0883162332	0.1085421141	0.1052572974	0.1168297145	0.1092022588	0.113186988	0.1202338344	0.1326334208	0.1187067526	0.128235107	0.1304700549	0.1428139664	0.1356557703	0.1401018055	0.1211405393	0.1441183488	0.1204247196	0.1351785572	0.1367374533	0.1443092341	0.1357353058	0.133285612	0.1266205361	0.1576632466	0.1389962618	0.1303109839	0.144293327	0.1395371033	0.1273443092	0.1411675813	0.1457329197	0.1508390997	0.1363477293	0.151045892	0.1500994194	0.1435377396	0.1294838145	0.152747952	0.1367294997	0.1457806411	0.1219677086	0.143760439	0.1570985445	0.131034757	0.1282510141	0.1355762348	0.1281317108	0.1294679074	0.1462339935	0.1248707548	0.1366420107	0.1235663724	0.1213870993	0.1113656248	0.1282589676	0.1237572576	0.1401018055	0.1456692913	0.1200270421	0.1270420743	0.1285055277
0.0	2.5	0.0272011453	0.0444205838	0.0456692913	0.0186510777	0.0009305655	-0.002409926	-0.0009941939	-0.0047244094	-0.0019565736	-0.0016463851	0.0058219995	-0.0052175296	0.0013043824	0.0013839179	0.0027519287	0.0013600573	0.002712161	0.0002465601	0.0041597073	-0.002942814	-0.0038256582	0.008295554	0.0054959039	-0.0036586336	0.0019486201	0.01155651	0.0119064662	0.0028871391	0.0055595323	0.0029746282	0.0173626024	0.0075717808	0.0090670484	0.0120973515	0.0216575201	0.0198441104	0.0171717172	0.026604629	0.023502744	0.0249821045	0.0403563191	0.0309711286	0.0521673427	0.0595243776	0.0464805536	0.0525570667	0.052747952	0.0731885787	0.0685914261	0.0758450648	0.0804740317	0.0768790265	0.0799490973	0.0902171319	0.0848484848	0.0881571622	0.0949176807	0.0902489462	0.1020679233	0.1291815796	0.1179034439	0.1056072536	0.1243935417	0.1306688937	0.1098703571	0.1354251173	0.1409448819	0.1319176012	0.1299689812	0.11776028	0.1456692913	0.144221745	0.1476338185	0.1373816909	0.1458363159	0.1445955619	0.1379861608	0.1627137517	0.1223017577	0.1409687425	0.1458283624	0.1523979957	0.142201543	0.1577348286	0.1248468941	0.1501153265	0.151737851	0.1460749225	0.1615604868	0.1402608765	0.1664439672	0.1535830748	0.1348206474	0.1551022031	0.1436331822	0.1392189613	0.1335639863	0.1557305337	0.1481826135	0.1278851507	0.1392666826	0.1546170365	0.1404438082	0.1062673984	0.1441422095	0.1346456693	0.1533047005	0.1467430208	0.1416766086	0.1407619502	0.1389564941	0.1194623399	0.1537421459	0.1471327448	0.1400699913	0.1430128052	0.1532728863	0.1467907421	0.1185476815	0.1342002704	0.1224687823
0.0	2.5	0.0298735385	0.0553249026	0.0399188738	0.0207269546	0.0055595323	-0.0069195896	-0.0015429889	-0.002409926	-0.001169172	-0.0052493438	0.0049152947	-0.0085341605	-0.0039688221	-0.0052254832	0.0022269944	0.0070627535	-0.0005567486	0.0029666746	0.0030621172	0.0032370954	-0.003420027	0.0024735544	0.0007953551	-0.0018690845	0.0061719558	0.0039688221	0.0051061799	0.0055595323	0.0043903603	0.0019008988	-0.0006999125	0.0173546489	0.0135289907	0.0075638272	0.0215859381	0.0151435616	0.0160741271	0.0278215223	0.0385588165	0.0339298497	0.038089557	0.0337151038	0.0498289986	0.0456374771	0.0435218325	0.0516742225	0.0666587131	0.0783663406	0.0652986558	0.0691640818	0.0792332777	0.0882366977	0.0962220632	0.0897637795	0.1042471964	0.09829794	0.0996898115	0.114038018	0.0925713831	0.1138391792	0.105973117	0.1177761871	0.1261592301	0.1246321483	0.1163127336	0.1313688062	0.1223335719	0.1341605027	0.1289906943	0.1410721387	0.1246241947	0.1415732124	0.1395450569	0.1469259524	0.132665235	0.1371510379	0.1533285612	0.1352262785	0.137310109	0.1297780959	0.1541080092	0.1625149129	0.1501710014	0.1489779687	0.1317187624	0.1431718762	0.1432673189	0.1650202816	0.1435934145	0.1495426708	0.16508391	0.1598345661	0.1486121053	0.1505209576	0.1641056232	0.1696174342	0.1443490018	0.1377396007	0.1547442933	0.1530820011	0.1551101567	0.1484609878	0.1572655691	0.1398393383	0.1562872823	0.143211644	0.14452398	0.1361011692	0.1458999443	0.1465362284	0.1320130438	0.1400302235	0.1435536467	0.1376600652	0.1273284021	0.1201781595	0.1373816909	0.1310665712	0.1386860733	0.1302871232	0.1354251173
2.5	2.5	0.1062276306	0.0948858665	0.0816511572	0.0481428458	0.0268670962	0.0236220472	0.0442694663	0.0424242424	0.0571939871	0.0594130279	0.0894297304	0.0838065696	0.0960311779	0.1052254832	0.1237970254	0.1265807683	0.1277181261	0.1377077865	0.1561282112	0.1316312734	0.1245446592	0.1115644635	0.1099339855	0.0926668257	0.098918317	0.0986478963	0.0961584347	0.0706513958	0.0890002386	0.074317983	0.083623638	0.0784379225	0.074636125	0.0616082081	0.0792571383	0.0867732443	0.0760120894	0.083392985	0.0686471009	0.0899546648	0.0929929213	0.0798616082	0.0978604947	0.0861767279	0.0946552136	0.0998250219	0.080450171	0.1162331981	0.1097749145	0.0997773006	0.1158116599	0.1286327845	0.110085103	0.1236697686	0.1053209258	0.1227073888	0.1215223097	0.1326493279	0.1275272409	0.1175853018	0.1397359421	0.130804104	0.1461067367	0.1454386384	0.1310108964	0.1432275511	0.139560964	0.143370715	0.1207826294	0.1424560566	0.1372703412	0.1281158037	0.1366101965	0.1509584029	0.157408733	0.1558339298	0.139489382	0.1557464408	0.1301996341	0.1509186352	0.1624353774	0.1372226199	0.1493597391	0.1370715024	0.1635965959	0.1522627853	0.1498528593	0.1472918158	0.1428298735	0.1541716376	0.1354251173	0.1390757973	0.1535274	0.1604708502	0.1427264774	0.1447546329	0.1433468544	0.1420106578	0.1373021554	0.1414618627	0.1480712638	0.1217370556	0.1367692675	0.145231846	0.1361727511	0.1465282749	0.1292293009	0.1383679313	0.1462101328	0.1060685596	0.1195577825	0.1150003977	0.1377793685	0.118237493	0.1136085262	0.137310109	0.1228028315	0.1306609401	0.1193350831	0.1153980752	0.1487155015
2.5	2.5	0.1066332618	0.0804978923	0.0577189215	0.0243060527	0.0255308995	0.0195895968	0.038638352	0.0351706037	0.0501312336	0.043903603	0.0769983298	0.0745724966	0.0936689732	0.0923168695	0.1198361568	0.1293247435	0.1004692595	0.1137516901	0.1348445081	0.1134971765	0.1137119224	0.1205360694	0.1181659111	0.1073649885	0.1138550863	0.0989819454	0.0909329516	0.0874731568	0.0823192555	0.0967708582	0.0628171479	0.0842599221	0.0765449773	0.0627535194	0.0586653941	0.0596914022	0.0624353774	0.0664519208	0.0826771654	0.0748747316	0.0684880299	0.0613934622	0.0769347013	0.0601686153	0.0887377714	0.0705718603	0.0776346139	0.0960948063	0.0911397439	0.0806887775	0.1042631035	0.0869005011	0.0982740794	0.1218802195	0.1119541875	0.1039051937	0.1096874254	0.1131790344	0.140889207	0.1347411119	0.1153980752	0.1205201623	0.1415732124	0.1175693947	0.1464487394	0.1380020679	0.1371033166	0.1405312972	0.1403483655	0.1501391871	0.1467907421	0.1430287123	0.1538614491	0.1313688062	0.1480076354	0.1449296111	0.139489382	0.1482541955	0.1309870357	0.1580052493	0.1525809274	0.1509186352	0.1516265012	0.1555873698	0.146082876	0.1502346298	0.1726397837	0.143140062	0.1374612264	0.1431002943	0.1502187227	0.1404597153	0.1527399984	0.1425276386	0.1358546091	0.1577109679	0.1516026406	0.1584983695	0.139879106	0.1267637	0.1378350433	0.1380100215	0.1355046528	0.1452795673	0.1466475781	0.1377714149	0.154998807	0.1191123837	0.1495983457	0.1438161139	0.1458283624	0.1418674938	0.133746918	0.13746918	0.130645033	0.1244969379	0.1429173626	0.1486041518	0.1293565577	0.1396404995	0.1264535115
2.5	2.5	0.0827964686	0.0610037382	0.0643044619	0.0278135688	0.0281555715	0.024051539	0.0310268035	0.032808399	0.0404199475	0.0550703889	0.0680028633	0.0792730454	0.0838861051	0.1073252207	0.1114610674	0.1314722023	0.1354012567	0.1173069275	0.1218165911	0.1346138551	0.1313688062	0.1178398155	0.1148254195	0.1055038575	0.1045971526	0.1012487075	0.0932951563	0.0726795514	0.0790742066	0.0796866301	0.0702378112	0.0792730454	0.0763779528	0.0675972322	0.0647975821	0.0640579019	0.0669689016	0.0676688141	0.0643521832	0.0626103555	0.0671995546	0.0676688141	0.0778414062	0.0794718842	0.0759961823	0.083552056	0.0852223018	0.1071184284	0.0968663008	0.1023542512	0.0998250219	0.1115962777	0.102640579	0.1109759007	0.1299212598	0.119939553	0.1226198998	0.1235822795	0.127384077	0.1270102601	0.1124393542	0.1308279647	0.1316949018	0.1292849757	0.1474270262	0.1418913545	0.1338821284	0.1413186988	0.1364829396	0.1276624513	0.1266284896	0.1332219836	0.1479201463	0.1473554442	0.1365783822	0.1519685039	0.1443330947	0.1596357274	0.143991092	0.1487473157	0.1579972958	0.1454068241	0.1473077229	0.1611946234	0.155388531	0.1791537421	0.1581563668	0.1671677404	0.1435218325	0.1419788436	0.1581165991	0.1631989183	0.1415970731	0.1415970731	0.1584745089	0.1464248787	0.1324186749	0.1562554681	0.1494472282	0.1700230653	0.1428696413	0.1443569554	0.1485325698	0.1469498131	0.1609162491	0.1373896445	0.1418515867	0.1473872584	0.1413186988	0.1564145391	0.129794003	0.1404597153	0.1448182614	0.1338185	0.1321721148	0.1378350433	0.1338980355	0.1702219041	0.1400938519	0.1244651237	0.1359023304
5.0	2.5	0.1309234073	0.0976537024	0.0872584109	0.0483814523	0.065473634	0.0528036268	0.0796070946	0.0927940826	0.1110713434	0.1422810785	0.1773801002	0.1911079297	0.2222540364	0.2335719399	0.2410959994	0.2600811262	0.2417243299	0.2746679392	0.2451761712	0.2623399348	0.2234947904	0.2602163366	0.220170206	0.2070309393	0.1865346377	0.1833770779	0.1750178955	0.1471725125	0.1507993319	0.1547761075	0.1309870357	0.1278294759	0.1202338344	0.1218324982	0.1164797582	0.1161934304	0.1076513163	0.09744691	0.1175853018	0.1090909091	0.0907738805	0.0938439513	0.1069275431	0.0982502187	0.1030541637	0.1097749145	0.0960550386	0.1031336992	0.0992285055	0.105193669	0.1011612185	0.1050107373	0.1080330868	0.1224767359	0.1185635886	0.1276942655	0.1272727273	0.1122246083	0.1379782073	0.1267477929	0.1198122962	0.1439751849	0.1496381134	0.1345581802	0.1447546329	0.1339934781	0.1282510141	0.1275272409	0.1341684562	0.1399268273	0.1396086853	0.1441978844	0.1233436729	0.1499562555	0.1605583393	0.1368647101	0.1421617752	0.1703491609	0.1507913784	0.1476735863	0.1430366659	0.132736817	0.142273125	0.163079615	0.1371828521	0.1516424083	0.1418595403	0.1464089716	0.1421617752	0.1426469419	0.1385270023	0.1486200589	0.1593016782	0.146703253	0.1396961743	0.1427741987	0.1480474032	0.150194862	0.1616638829	0.13406506	0.1507913784	0.1460987831	0.1453829635	0.1549908534	0.1201383918	0.1372703412	0.1384872346	0.1336196612	0.1490734113	0.1390678438	0.1382168138	0.1344468305	0.1353455818	0.1370635489	0.1369681063	0.1250218723	0.1375725762	0.1428298735	0.1184283783	0.1130358705	0.1385747236
5.0	2.5	0.1077547125	0.0975821204	0.0642806013	0.0447307723	0.0475065617	0.0760916249	0.0774357751	0.0821045097	0.1116917204	0.1269386781	0.135838702	0.1834247992	0.2154537501	0.2232164161	0.210864551	0.2217847769	0.2524377635	0.2402370158	0.2555316949	0.2284578064	0.2212757496	0.2210132824	0.204111986	0.1909011374	0.1984172433	0.189222938	0.1874731568	0.1411119065	0.1428298735	0.1361647976	0.1271216098	0.1314801559	0.0983297542	0.100620377	0.1041915215	0.1023781118	0.1047641772	0.0878549272	0.0976616559	0.1102600811	0.0956175933	0.0929849678	0.0857870039	0.0822635807	0.0856120258	0.0889445637	0.0762268353	0.0968106259	0.1083909966	0.1030700708	0.1019008988	0.0982343116	0.1058856279	0.1113338105	0.1220472441	0.1055038575	0.1260796946	0.1038972401	0.1197725284	0.10255309	0.1405949256	0.1381293247	0.103420027	0.1154696572	0.1273602163	0.1260478804	0.1324743498	0.1401972481	0.1260558339	0.1403563191	0.122882367	0.1274477054	0.1492324823	0.1386940269	0.1458363159	0.1366499642	0.1502505369	0.134367295	0.1480712638	0.1407539967	0.1265012328	0.1448341685	0.1281714786	0.1307007079	0.1360614014	0.1385667701	0.1235822795	0.1334287759	0.1438797423	0.1323152788	0.150815239	0.142750338	0.1277817546	0.160971924	0.1381452318	0.143991092	0.1358546091	0.1249502903	0.1543625229	0.1291020441	0.1247832657	0.127153424	0.1136960153	0.1220154299	0.132188022	0.1281555715	0.1308995466	0.12956335	0.1201781595	0.1124632148	0.1500516981	0.1148810944	0.135679631	0.1323152788	0.1066889366	0.1346138551	0.096508391	0.1373180625	0.1128688459	0.1139902967	0.1387178875
