GFP (nM)	mCherry (nM)	0	3	6	9	12	15	18	21	24	27	30	33	36	39	42	45	48	51	54	57	60	63	66	69	72	75	78	81	84	87	90	93	96	99	102	105	108	111	114	117	120	123	126	129	132	135	138	141	144	147	150	153	156	159	162	165	168	171	174	177	180	183	186	189	192	195	198	201	204	207	210	213	216	219	222	225	228	231	234	237	240	243	246	249	252	255	258	261	264	267	270	273	276	279	282	285	288	291	294	297	300	303	306	309	312	315	318	321	324	327	330	333	336	339	342	345	348	351	354	357	360
10.0	0.0	0.0026459432	0.0048015543	0.0035896013	0.0017300398	0.0015635119	0.0031732815	0.0121472847	0.032889259	0.0714774725	0.1313997595	0.2169950967	0.3260801184	0.4546026459	0.5832824498	0.7372374873	0.8948376353	1.047617726	1.1955962624	1.3276806365	1.4948931446	1.5418910167	1.6340642058	1.7145249329	1.781450643	1.8375335369	1.8931353502	1.9443241743	1.9480155426	2.0097141271	2.0401517254	2.0695346471	2.0819872329	2.1040151725	2.1100564345	2.1250902026	2.1272273106	2.1363585901	2.1394486076	2.1394486076	2.1622999352	2.1469146082	2.1219539273	2.1510778055	2.1468498473	2.147534462	2.1470996392	2.1453510963	2.1428161717	2.1404015173	2.1359145157	2.1320288648	2.1316310482	2.1221574614	2.1219909335	2.1178647423	2.0808307892	2.1078453141	2.1026922009	2.1046535295	2.0935609215	2.0939309834	2.0895735036	2.0850772504	2.0850679989	2.0801276714	2.0805532427	2.0646960866	2.0564159497	2.0535757239	2.0540568045	2.0521787399	2.036441854	2.0382921639	2.0237579795	2.0260801184	2.0177629753	2.0139698399	2.0028032195	2.0052363771	1.9914793228	1.9913127949	1.9851975206	1.9856138403	1.9816911833	1.9670459802	1.9611157369	1.9564344528	1.9493107596	1.9447867518	1.9408270885	1.933277824	1.9261818855	1.9303080766	1.9247016375	1.8862799519	1.9050791007	1.8986955315	1.8965861782	1.9277361458	1.87773152	1.8772411879	1.8697474327	1.8663891202	1.8576279027	1.8621334073	1.8517809233	1.8425571283	1.8375335369	1.8351836433	1.8220464428	1.8185216024	1.7873623832	1.804190952	1.8043112221	1.7906281802	1.7826903506	1.7721805902	1.7737348506	1.7418540105	1.7634193727	1.7227958183
10.0	0.0	0.0020630956	0.0044684985	0.003450828	0.0015635119	0.0014247386	0.0030345083	0.0116754556	0.0322231474	0.0708668702	0.1309834397	0.2174946804	0.327218059	0.4564066981	0.5838930521	0.7369044315	0.8962531224	1.0490887224	1.1993153853	1.3304561014	1.5003608104	1.5430289574	1.6333980942	1.7075862707	1.7753168656	1.8363123323	1.8917198631	1.9350263669	1.9509575354	2.0106022759	2.0429271903	2.0652326765	2.0820982515	2.104292719	2.1138588214	2.134304746	2.1352206495	2.1375242853	2.1518549357	2.1512443334	2.1590248867	2.1634563789	2.1353594227	2.1714774725	2.1694421316	2.1697659358	2.1657507633	2.1711906744	2.1598575261	2.1499768711	2.1575353872	2.156758257	2.1437320751	2.1287908225	2.1349245999	2.1274400962	2.0971505227	2.1175594412	2.1175964474	2.1186696272	2.1115736886	2.1136367842	2.1072254603	2.1060320104	2.0993338884	2.0999167361	2.0879082246	2.0895364974	2.0773984642	2.0725043945	2.0643260246	2.0659450458	2.0683597002	2.0573873624	2.0550374688	2.0520584698	2.0450735498	2.0392820797	2.0312517347	2.0332963271	2.0147932279	2.0173744102	2.0160606902	1.9984364881	1.9954019798	1.9931631048	1.9900638357	1.9882967897	1.9844481451	1.9828383754	1.9738828754	1.9711351651	1.959265427	1.9522342492	1.952567305	1.9124803405	1.94268665	1.936441854	1.9321398834	1.9644555463	1.9177537237	1.9157646406	1.9069386622	1.9012489592	1.8896845222	1.8914145619	1.8880562494	1.8817189379	1.8771116662	1.8649921362	1.8572115829	1.8537144972	1.8133407346	1.8429641965	1.8320936257	1.8267092238	1.8227680637	1.8137292997	1.8072347118	1.7805439911	1.8056064391	1.7632065871
20.0	0.0	0.0018410584	0.0042464613	0.0037006199	0.0016190212	0.0014247386	0.0049218244	0.0216393746	0.0608381904	0.1306503839	0.2360070312	0.3735590711	0.5371542233	0.7159959293	0.8909704876	1.0778980479	1.2553982792	1.4068739014	1.5444999537	1.6753353687	1.8425478768	1.8993986493	1.9967897123	2.0819409751	2.1588861134	2.2270977889	2.2925525025	2.3400499584	2.3613932834	2.4221759645	2.4545563882	2.4913498011	2.5126283653	2.5368211675	2.5463872699	2.5547599223	2.5688037746	2.5783513739	2.5875751688	2.5892682024	2.5953557221	2.5932093626	2.5642797669	2.5833287076	2.589647516	2.5840873346	2.5868998057	2.5840410769	2.5898603016	2.5838652974	2.5772689425	2.5693866223	2.5685447312	2.5400037006	2.5516051439	2.5427884171	2.5118882413	2.5369876954	2.5288093256	2.5164215006	2.5104079933	2.5082523823	2.4931816079	2.493098344	2.4876769359	2.4758812101	2.4700619854	2.457868443	2.4561106485	2.4454991211	2.445952447	2.4374965307	2.4248126561	2.4152280507	2.4054676658	2.401683782	2.3893699695	2.3818299565	2.3815986678	2.360024054	2.3558423536	2.3547321676	2.3356554723	2.3345175317	2.3225737811	2.3030992691	2.312017763	2.3005365899	2.2916643538	2.2824498103	2.275492645	2.2642520122	2.2519659543	2.2485428809	2.2352484041	2.1997409566	2.223480433	2.2114349153	2.1974465723	2.2256823018	2.1822555278	2.1740494033	2.1642797669	2.1542048293	2.1512720881	2.1402904987	2.123110371	2.1171893792	2.1004255713	2.089749283	2.0846331761	2.0796373393	2.0468961051	2.0633083541	2.0512720881	2.0434730317	2.0365343695	2.0220556943	2.0112868906	1.9797668609	1.9865667499	1.9539365344
20.0	0.0	0.0005920992	0.0032750486	0.0033120548	0.0012027015	0.0010361736	0.0040614303	0.0190859469	0.0553705246	0.1204644278	0.2184660931	0.3480247942	0.5017392913	0.6756684245	0.8370709594	1.0086779536	1.1766583403	1.320029605	1.4510500509	1.5746970117	1.7292533999	1.7838560459	1.8738921269	1.9605976501	2.0279396799	2.0988713109	2.1474789527	2.2052456286	2.2245906189	2.2827366084	2.317420668	2.355546304	2.3602553428	2.3916921084	2.4054491627	2.4102969747	2.4200666112	2.431779073	2.4366731428	2.4410583773	2.4471181423	2.4448330095	2.4200666112	2.4398371727	2.434943103	2.4390415395	2.441659728	2.4450735498	2.438680729	2.423027107	2.4255897863	2.4213988343	2.4155333518	2.3890184106	2.4038949024	2.3983254695	2.3596817467	2.3819502267	2.3708853733	2.3746785087	2.3594782126	2.3615690628	2.3540197983	2.344083634	2.3410768804	2.3360810436	2.3291516329	2.3131557036	2.2992413729	2.2977333703	2.2945230826	2.2894532334	2.2746322509	2.2659080396	2.2569525396	2.2426496438	2.24268665	2.2307891572	2.2247571468	2.2134517532	2.2043019706	2.2035803497	2.1904431492	2.1816726802	2.1749468036	2.1525025442	2.1527338329	2.1453048386	2.1373762605	2.1317698214	2.1202886483	2.1172911463	2.1038393931	2.1106577852	2.0877879545	2.060579147	2.0739661393	2.0618928671	2.0518734388	2.0751688408	2.0422055694	2.0271995559	2.0192339717	2.0133777408	2.0007308724	1.9882227773	1.9798963826	1.9709223795	1.9592376723	1.9466463133	1.9375335369	1.9305116107	1.905957998	1.9112683875	1.9022851328	1.8936811916	1.874835785	1.8642705153	1.8601350726	1.829170136	1.8427976686	1.8093348136
20.0	0.0	0.0010916829	0.0038023869	0.003534092	0.0012859654	0.0011471922	0.0042834675	0.0209177537	0.0601165695	0.1322323989	0.2392820797	0.3793320381	0.5474234434	0.736340087	0.9130354334	1.0992413729	1.2789897308	1.4292996577	1.5659265427	1.6897122768	1.8601165695	1.9009529096	1.9903506337	2.0745304839	2.1431769821	2.2119159959	2.2798963826	2.3201221205	2.3394116014	2.4080488482	2.4433712647	2.4647053381	2.4900083264	2.5105097604	2.5263484134	2.5480155426	2.5452400777	2.5634193727	2.5684522157	2.5781108336	2.5806735128	2.5887131094	2.5567027477	2.5907114442	2.5958368027	2.5899158109	2.5882597835	2.587427144	2.58089555	2.572041817	2.5776575076	2.5625867333	2.5552224998	2.5182718105	2.538393931	2.5313257471	2.498788047	2.5118697382	2.51659728	2.5173096494	2.516125451	2.5095568508	2.4922934592	2.4873531316	2.4803774632	2.4828198723	2.4678971228	2.4677213433	2.4530298825	2.4398371727	2.4325469516	2.4308631696	2.4301137941	2.4188916644	2.4180960311	2.4037653807	2.4041631973	2.3908502174	2.376519567	2.3733740402	2.3598112684	2.3553150153	2.3506152281	2.333462855	2.330012027	2.3088722361	2.3186788787	2.3149412527	2.3004070682	2.2939679896	2.2887038579	2.2794060505	2.27008974	2.2542048293	2.2537330003	2.217337404	2.2419650291	2.2313349986	2.2242020538	2.2501063928	2.1996021834	2.2008881488	2.1856786012	2.1772411879	2.1630955685	2.1608844481	2.1524192802	2.1444444444	2.126376168	2.1203904154	2.1120825238	2.0994819132	2.0607179203	2.083319456	2.0652604311	2.0537144972	2.0494402812	2.0432324914	2.0333240818	2.0028032195	2.0194837635	1.9773059487
40.0	0.0	0.0030900176	0.0054399112	0.0046165233	0.0025349246	0.00250717	0.0082523823	0.0357664909	0.0972800444	0.1978166343	0.3374502729	0.5078915718	0.7014617448	0.9100286798	1.0905264132	1.291803127	1.4625589786	1.6153668239	1.7610417245	1.8934313998	2.0953094643	2.1281802202	2.227486354	2.3233786659	2.3963826441	2.4755574059	2.5296049588	2.5858173744	2.5918678879	2.6685817374	2.7106485336	2.7354796928	2.7615598113	2.7840873346	2.7947358683	2.8146544546	2.8207604774	2.8365528726	2.8454713665	2.839892682	2.8495050421	2.8488574336	2.8116014432	2.8457766676	2.848459617	2.8453418448	2.8436025534	2.8375242853	2.8425941345	2.8435100379	2.8373022481	2.8235081876	2.8215561106	2.8245998705	2.8142196318	2.8083448978	2.7575446387	2.7961883616	2.7854288093	2.7719030438	2.7710241465	2.7598482746	2.7575723934	2.7455546304	2.7441576464	2.7265334444	2.7286798039	2.717235637	2.7127301323	2.7074474975	2.7000462577	2.6899250624	2.6783236192	2.668877787	2.6619206217	2.6488666852	2.644268665	2.6348968452	2.6310019428	2.6130631881	2.616125451	2.6063003053	2.5982977149	2.5863354612	2.5763622907	2.5688500324	2.5601165695	2.5550189657	2.5372929966	2.5308816727	2.5225367749	2.5124340827	2.5074474975	2.5082431307	2.4928670552	2.4391803127	2.4717735221	2.4607271718	2.4502636692	2.4947358683	2.4382089	2.423397169	2.4166250347	2.40316403	2.3970672588	2.3828661301	2.3733740402	2.3650939032	2.3503006754	2.3445092053	2.3340642058	2.3269867703	2.2808400407	2.3044129892	2.2955685077	2.28788047	2.2791932649	2.262716255	2.2551392358	2.2043019706	2.224507355	2.1748635396
40.0	0.0	0.002423906	0.0055231751	0.0051438616	0.0029234897	0.0025349246	0.00764178	0.0332130632	0.0914238135	0.1894347303	0.3226292904	0.4905449163	0.6798131187	0.8876306781	1.0587195855	1.2507817559	1.4227310575	1.5720140624	1.7127208807	1.848746415	2.0522897585	2.0764733093	2.1811360903	2.2551022296	2.3499491165	2.4141086132	2.4712369322	2.533832917	2.5289480988	2.6138495698	2.6466185586	2.6918493848	2.6999444907	2.7359885281	2.7494957905	2.7630308077	2.7653066889	2.7755203997	2.7761124988	2.7876306781	2.7989360718	2.7968729762	2.7515126284	2.7935424184	2.7950041632	2.8001295217	2.794782126	2.7963363863	2.7853362938	2.7868072902	2.7933943936	2.7767416042	2.7758719586	2.7598760292	2.7677305949	2.7484781201	2.7006753631	2.7372929966	2.7351651402	2.7307984087	2.7244518457	2.7159126654	2.7147192155	2.7037006199	2.7017485429	2.7037746323	2.7020908502	2.6779905634	2.6603016005	2.6689517994	2.6496993246	2.6575631418	2.6306133777	2.6260801184	2.6238967527	2.6135627718	2.6086594505	2.5896567675	2.5907299473	2.585003238	2.5715792395	2.5657785179	2.5643815339	2.5480340457	2.5397539088	2.5327689888	2.5169858451	2.5179387547	2.513701545	2.4959108151	2.4862336941	2.4825423258	2.4686464983	2.4809325562	2.467749098	2.4078453141	2.4462669997	2.4288648349	2.4205384402	2.4803312055	2.4167545564	2.3875936719	2.3822092701	2.3767693589	2.3661208252	2.3589138681	2.349116477	2.3401424739	2.3251827181	2.3096493663	2.304561014	2.3006476085	2.2441761495	2.2903136275	2.2672865205	2.2640114719	2.2463040059	2.2374040152	2.2296882228	2.1817651957	2.216680544	2.1578499399
40.0	0.0	0.0020075863	0.0044407438	0.0040614303	0.0017022851	0.0016190212	0.0070311777	0.0341567213	0.094782126	0.1949023962	0.3310111944	0.500841891	0.6907484504	0.8976501064	1.0693218614	1.2543898603	1.4264779351	1.5742066796	1.7139143307	1.8441391433	2.0442409104	2.070173004	2.165426959	2.2517994264	2.3344342677	2.4011749468	2.4634933851	2.5143213988	2.5238689981	2.6087982237	2.6478952725	2.6738366176	2.6954759922	2.7188361551	2.7292071422	2.7657507633	2.7522064946	2.7702192617	2.7779443057	2.786215191	2.7866407623	2.8018410584	2.7598667777	2.809223795	2.8092422981	2.8018225553	2.8026922009	2.8039966694	2.7899990748	2.7823665464	2.7960588399	2.7770469054	2.7626885003	2.7483856046	2.7521047275	2.7463410121	2.6998427237	2.7328800074	2.7269775187	2.7266074567	2.7280321954	2.7202701452	2.7140808585	2.6975668424	2.6936164308	2.6922842076	2.6778610417	2.6809325562	2.6631325747	2.6559348691	2.6487279119	2.6432972523	2.646877602	2.6360995467	2.6261448793	2.6185030993	2.6144601721	2.6004533259	2.5862336941	2.5818947174	2.567110741	2.5714959756	2.5651586641	2.5402072347	2.5328152466	2.5195300213	2.5311684707	2.5243500786	2.5118974928	2.5004070682	2.4933666389	2.4895087427	2.4774169673	2.4684152095	2.4658617818	2.4035155889	2.4424646128	2.4341382182	2.4264779351	2.4690350634	2.4026829494	2.4013322231	2.3929503192	2.3800444074	2.36495513	2.3641317421	2.3577481728	2.3434175224	2.3245166065	2.3223054862	2.3122768064	2.3020353409	2.2478952725	2.276602831	2.2627070034	2.2580719771	2.2460264594	2.240734573	2.2312702378	2.1825978351	2.2138218152	2.1609862152
0.0	2.5	0.0007863817	0.0044407438	0.0037283745	0.0012859654	0.0028124711	0.0006753631	0.0002960496	0.0001665279	0.000286798	-0.0007123693	0.0008141364	-0.0003978166	-0.0002405403	-0.0003978166	-0.0005088352	-0.0006938662	0.0006291054	-0.0003515589	9.2515496345639E-05	0.0003330558	0.0004533259	0.0017022851	0.0007586271	0.0014062355	0.001396984	0.0014062355	0.0010546767	0.0024979184	0.0017762975	0.0022943843	0.0021186049	0.0026366916	0.0014894995	0.0025626792	0.0012489592	0.0019983347	0.0020815987	0.0015635119	0.0017022851	0.0018225553	0.0022851328	0.002053844	0.0020075863	0.0021093533	0.0008788972	0.0022203719	0.0008881488	0.0009621612	0.0009899158	0.0022203719	0.0021093533	0.0023498936	0.0020075863	0.0016467758	0.0024054029	0.0008974003	0.0015450088	0.0020815987	0.000740124	0.0006938662	0.0023406421	0.0023406421	0.0022851328	0.0014709964	0.0016097696	0.0012027015	0.0022481266	0.0007123693	0.0008974003	0.0007956333	0.0008326395	0.0018040522	0.000740124	0.0006938662	0.0008511426	0.0009714127	0.0007308724	0.0008326395	0.0009066519	0.0031362753	0.0025256731	0.0007956333	0.0016282727	0.0007031178	0.0011009344	0.0007771302	0.0006476085	0.0055694329	0.0019058192	0.0005828476	0.0005828476	0.0054214081	0.0039689148	0.0007771302	0.0009621612	0.0007493755	0.0006661116	0.0006661116	0.0005365899	0.0006291054	0.0007493755	0.0007493755	0.0006938662	0.0008141364	0.0005735961	0.0006291054	0.0006476085	0.0008141364	0.0006291054	0.0007031178	0.0006753631	0.0007956333	0.0007493755	0.0008141364	0.0006753631	0.0008974003	0.0006846147	0.0008511426	0.0008326395	0.0006661116	0.000841891
0.0	2.5	0.0013414747	0.0038856508	0.003922657	0.0015357572	0.0012027015	0.0008141364	0.0004348228	0.0002775465	-7.40123970765108E-05	-0.0005458414	-0.0005458414	-0.0002035341	-4.62577481728195E-05	-0.0001757794	-0.0003145527	-0.000555093	-0.0004533259	-0.0001572763	0.0003145527	0.0006661116	0.000841891	0.0011471922	0.0011749468	0.0014062355	0.0014247386	0.0014894995	0.0016930336	0.0018040522	0.0018318068	0.0018780646	0.0020908502	0.0019983347	0.0019613285	0.0020075863	0.0018873161	0.0020815987	0.0019428254	0.001952077	0.0018133037	0.0019335739	0.0016745305	0.0017762975	0.0018133037	0.0018040522	0.0016560274	0.0016930336	0.0018318068	0.0017115367	0.001683782	0.0016652789	0.0016652789	0.001683782	0.0017855491	0.0018133037	0.0016560274	0.0016190212	0.0016560274	0.0016652789	0.0016282727	0.0015265057	0.0015912665	0.0017300398	0.0015635119	0.0017485429	0.0017485429	0.0018410584	0.0017485429	0.0016560274	0.0017022851	0.0016282727	0.0018040522	0.0016375243	0.0016005181	0.0016097696	0.0017115367	0.0017762975	0.0017855491	0.0018318068	0.0018225553	0.0017207882	0.0017485429	0.0018503099	0.0017115367	0.0017577944	0.0018225553	0.0016652789	0.0017300398	0.001767046	0.0017948006	0.0016930336	0.0016930336	0.0017022851	0.0018595615	0.0017485429	0.0019890832	0.0018318068	0.0016375243	0.0017762975	0.0019243223	0.0018503099	0.0019150708	0.0019150708	0.0018873161	0.0020075863	0.001767046	0.0018780646	0.0018965677	0.0018965677	0.0017948006	0.001952077	0.001952077	0.0018780646	0.0021093533	0.0020075863	0.001952077	0.0020630956	0.0019890832	0.0019890832	0.0020815987	0.0019705801	0.0020353409
0.0	2.5	0.0009529096	0.0037746323	0.0037006199	0.0016190212	0.0013692293	0.0011471922	0.0002682949	0.0003885651	9.25154963456374E-05	-0.000185031	-0.0002127856	0.000101767	0.0003145527	-6.47608474419476E-05	-3.70061985382562E-05	-0.0002497918	-0.000286798	6.47608474419476E-05	0.0007031178	0.0011934499	0.0011194375	0.000841891	0.0014247386	0.0015727634	0.0015635119	0.0015450088	0.0018873161	0.0018595615	0.0021926173	0.0020168378	0.0016745305	0.0019150708	0.0016560274	0.0016190212	0.0018595615	0.0017485429	0.0019983347	0.0018133037	0.0017577944	0.0012674623	0.001952077	0.0012489592	0.0017022851	0.0012767138	0.0015727634	0.0021926173	0.0011656953	0.0015450088	0.0010454251	0.001582015	0.0010546767	0.0015450088	0.0010084189	0.0018410584	0.0008788972	0.000925155	0.0009344065	0.0014432417	0.0011841984	0.0009991674	0.0010916829	0.0009529096	0.0008141364	0.0014709964	0.0018040522	0.0010084189	0.0015265057	0.0016560274	0.0017022851	0.0014894995	0.001026922	0.0013044685	0.0014617448	0.0019150708	0.0014617448	0.0019150708	0.0012582108	0.0027477102	0.0012952169	0.0012489592	0.0011934499	0.0012397077	0.0019890832	0.0009806643	0.0009621612	0.0014432417	0.0011194375	0.0010731798	0.0036821168	0.0016652789	0.0011379406	0.0010916829	0.0012212046	0.0011656953	0.0012674623	0.0013322231	0.0019428254	0.0019150708	0.0012027015	0.0011564437	0.0020815987	0.0011934499	0.0012767138	0.0015635119	0.0024331576	0.0012674623	0.0012027015	0.0012582108	0.0011841984	0.0013692293	0.0038949024	0.0011841984	0.0014709964	0.0012859654	0.0013692293	0.0016745305	0.0013507262	0.0014062355	0.0029975021	0.0014709964	0.0013414747
2.5	2.5	0.0034230734	0.0057174577	0.0050050884	0.0019243223	0.0015357572	0.0014247386	0.0025719308	0.0059950042	0.0128318993	0.0240447775	0.0420575446	0.0656027385	0.094597095	0.1263576649	0.1610787307	0.2021648626	0.2405125358	0.2808862985	0.3204366731	0.3653621982	0.3898232954	0.4180220187	0.4437505782	0.4658247756	0.4863262096	0.5023498936	0.5173466556	0.5251734666	0.5408548432	0.5500601351	0.5547691738	0.561504302	0.5666574151	0.5703117772	0.5732722731	0.5763252845	0.5783791285	0.5789712277	0.5788046998	0.5788694606	0.579498566	0.5749930613	0.5789712277	0.5782126006	0.5766768434	0.5753816264	0.5761310019	0.576149505	0.5738458692	0.5711351651	0.5716625035	0.5704042927	0.5609307059	0.5672587658	0.5651586641	0.5580442224	0.5614395411	0.5595892312	0.55797021	0.5566194838	0.552465538	0.5524377833	0.5503006754	0.5500138773	0.5471829031	0.5457489129	0.5428809326	0.5396243871	0.5372004811	0.5362383199	0.5341104635	0.5313349986	0.5294939402	0.5275048571	0.5241095383	0.5211212878	0.5204921824	0.5186233694	0.514728467	0.5136552873	0.5107688038	0.5084559164	0.5089555	0.5045055047	0.49552225	0.4992506245	0.4960125821	0.4940512536	0.4916921084	0.4904801554	0.4866222592	0.4843833842	0.4820704968	0.4808492923	0.4717087612	0.4743824591	0.4708576187	0.4674993061	0.4714774725	0.4634378758	0.4616430752	0.4583125173	0.4557868443	0.4532149135	0.4496993246	0.4480340457	0.4450272921	0.4427514109	0.4398741789	0.4355629568	0.4348968452	0.4278564159	0.4285317791	0.4261818855	0.423850495	0.4210750301	0.4175871959	0.4155333518	0.4084096586	0.4081321121	0.4018410584
2.5	2.5	0.0023128874	0.0040521787	0.0042834675	0.001396984	0.0011471922	0.0009529096	0.0017115367	0.0044129892	0.0096123601	0.0184660931	0.0329540198	0.0531131465	0.0786659265	0.1060967712	0.1386529744	0.1747432695	0.2123415672	0.2514941253	0.2907669535	0.3387177352	0.362818022	0.3937367009	0.4204644278	0.4455361273	0.4660653159	0.4838652974	0.501582015	0.5081321121	0.527671385	0.535128134	0.5460264594	0.5515681377	0.5589416227	0.5630955685	0.5673882875	0.5699972245	0.5728281987	0.575945971	0.5756129152	0.5786474234	0.5796650939	0.5730502359	0.5814136368	0.5794615598	0.5803959663	0.581737441	0.5792395226	0.5781478398	0.575122583	0.5788509575	0.5763252845	0.5762050143	0.5700342307	0.5741696734	0.5710426496	0.5640114719	0.5680451476	0.5671662503	0.567934129	0.5641687483	0.563928208	0.5652604311	0.5622074197	0.5602830974	0.5608381904	0.5593764456	0.5560643908	0.5551114812	0.5534369507	0.5493385142	0.5500971413	0.5454898696	0.5437320751	0.5425201221	0.5404292719	0.540077713	0.5358682579	0.5361087982	0.534489777	0.5311407161	0.5299750208	0.5275233602	0.525719308	0.5243500786	0.5191414562	0.5215653622	0.51910445	0.5180035156	0.5150892775	0.5120455176	0.5131001943	0.5082523823	0.5077157924	0.5040244241	0.4961606069	0.4999722454	0.4978073827	0.4980849292	0.5015080026	0.4926912758	0.4899250624	0.4867055232	0.4852345268	0.4827458599	0.4811453418	0.4785919141	0.4770006476	0.4740309002	0.4715422333	0.4704227958	0.4677305949	0.460107318	0.4645295587	0.4607086687	0.4567119993	0.456018133	0.4532519197	0.4522249977	0.4437690813	0.4465445462	0.4398371727
2.5	2.5	0.0017577944	0.0044684985	0.0044222407	0.0016190212	0.00131372	0.0010084189	0.0019058192	0.004662781	0.0101119438	0.0193264872	0.0343695069	0.0550004626	0.0809418078	0.1092052919	0.1417614951	0.1798778795	0.2177537237	0.2583217689	0.2997594597	0.3485706356	0.3726431677	0.4025626792	0.4304561014	0.4559718753	0.4763900453	0.4956610232	0.51146267	0.520316403	0.5394671107	0.5494217781	0.5586825793	0.5650013877	0.5723193635	0.5770561569	0.5805162365	0.584818207	0.587982237	0.5898788047	0.59301508	0.5938014617	0.5976223517	0.5905356647	0.6005643445	0.5992228698	0.5985197521	0.5991673605	0.5991118512	0.5946896105	0.5937737071	0.5967249514	0.5944213156	0.5950226663	0.5861319271	0.5919326487	0.5877509483	0.5791377556	0.5846424276	0.5828753816	0.5842816172	0.5851235082	0.5829123878	0.5807475252	0.5766398372	0.5776575076	0.5778795448	0.572781941	0.5738551207	0.5707095939	0.5684522157	0.5648811176	0.5665278934	0.567110741	0.5644647979	0.563003053	0.5601350726	0.5590618929	0.5559626237	0.5540105468	0.5535017115	0.5488204274	0.5498473494	0.5464242761	0.5439541123	0.5415024517	0.5367101489	0.541659728	0.5404200204	0.5368489222	0.5361273013	0.5336386345	0.5302248127	0.5280969562	0.5254232584	0.5257563142	0.5160606902	0.5220371912	0.5190396891	0.5172078823	0.5249606809	0.5116754556	0.5124618374	0.5084374133	0.5062170414	0.503450828	0.5022943843	0.5000740124	0.4980386715	0.4932648719	0.4917198631	0.4908502174	0.4886298455	0.4775372375	0.4832361921	0.4787214358	0.4771949302	0.475307614	0.4724858914	0.4715977426	0.4645573133	0.4693866223	0.4577666759
5.0	2.5	0.0032010362	0.0057452123	0.005032843	0.0022851328	0.0018410584	0.0017300398	0.0042649644	0.0110741049	0.0244888519	0.0471088907	0.0813581275	0.128328245	0.1864927375	0.2467850865	0.3217226385	0.4003608104	0.4797021001	0.5575723934	0.6328430012	0.7291423813	0.760209085	0.8147192155	0.8612082524	0.9005735961	0.9387269868	0.9719030438	0.9982514571	1.0076325284	1.044740494	1.0623831992	1.077999815	1.0913683042	1.1003238042	1.1090295124	1.1170135998	1.124507355	1.1269497641	1.1318993431	1.1315107781	1.1342954945	1.1356184661	1.1148764918	1.1344527708	1.1347210658	1.1343510038	1.1311407161	1.1334998612	1.1344065131	1.1339624387	1.1299750208	1.1299472662	1.1265519475	1.1272920714	1.12423906	1.1198353224	1.0976501064	1.117892497	1.1167915626	1.10698492	1.1055786844	1.1014802479	1.1015080026	1.1004810806	1.0981126839	1.0949764085	1.0898510501	1.0867887871	1.0839208067	1.0816079193	1.0825053196	1.0768248682	1.0726616708	1.0677676011	1.0658617818	1.0594134518	1.0601998335	1.0569617911	1.0527615876	1.048089555	1.0466278102	1.0409103525	1.0360440374	1.0366823943	1.0302618189	1.0291886391	1.0227310575	1.0198815802	1.0171153668	1.0125913591	1.0114904246	1.0073827366	1.0028679804	0.9984457397	0.9950596725	0.9712924415	0.9850124896	0.9800166528	0.976047738	0.9986215191	0.9690443149	0.9645295587	0.9607826811	0.9600333056	0.9558793598	0.9525858081	0.9471736516	0.9432509945	0.9373392543	0.9358220002	0.9294846887	0.9283189934	0.9026829494	0.9173466556	0.917050606	0.911277639	0.9079748358	0.9021833657	0.9003793135	0.8769358868	0.8885095754	0.8647330928
5.0	2.5	0.0017022851	0.0044129892	0.0045055047	0.0018133037	0.0014524933	0.0014247386	0.0035155889	0.0095475992	0.0216023684	0.04202979	0.0736978444	0.1165047645	0.1704783051	0.2264131742	0.2937181978	0.3665834027	0.4396521417	0.5145526876	0.585271533	0.6706633361	0.7029512443	0.7529096124	0.7979831622	0.8389582755	0.8740864095	0.9027662133	0.9341937274	0.9388842631	0.9742714405	0.9870015728	1.0083634009	1.0134332501	1.0314367657	1.0328707559	1.0409658618	1.0481543158	1.0498195948	1.0529651217	1.0550189657	1.0628272736	1.0619853826	1.0454343603	1.0614857989	1.0620871496	1.0604958831	1.0610047183	1.0583957813	1.0605513924	1.0570265519	1.0560643908	1.0534832084	1.0545008789	1.0440003701	1.0448330095	1.0438430937	1.0297067259	1.0364881118	1.0368304191	1.0365158664	1.0291978906	1.0297344805	1.0292348968	1.0252104728	1.0252567305	1.0217318901	1.0212693126	1.0157368859	1.0146174484	1.010167453	1.0082616338	1.0052456286	0.9978073827	0.9903321306	0.9903413822	0.9879174762	0.9856786012	0.9805809973	0.9760199833	0.9742899436	0.968220927	0.9696641687	0.9660190582	0.9608289388	0.9579054492	0.9518641873	0.9538717735	0.947247664	0.9445369599	0.9351558886	0.9367194005	0.9338884263	0.9259320936	0.9285317791	0.927033028	0.9047367934	0.9146267	0.9104079933	0.9063558146	0.9241280414	0.9008511426	0.8957535387	0.8895364974	0.8897862892	0.8868813026	0.8835599963	0.8788972153	0.8723101119	0.866453881	0.8614117865	0.8582940142	0.8584327875	0.8401794801	0.8462947544	0.8486631511	0.8416412249	0.8356739754	0.8281339624	0.8296882228	0.8109353317	0.8221759645	0.8021463595
