0	0.00349531116666667
3	0.00347399833333333
6	0.001982097
9	0.00264279633333333
12	0.00264279633333333
15	0.00330349533333333
18	0.00358056266666667
21	0.00351662433333333
24	0.00453964196666667
27	0.00443307766666667
30	0.004347826
33	0.00494458633333333
36	0.00475277066666667
39	0.00441176466666667
42	0.00562659866666667
45	0.0048806479
48	0.00509377666666667
51	0.00601023033333333
54	0.00603154306666667
57	0.00690537066666667
60	0.00760869566666667
63	0.00965473033333333
66	0.0100809889
69	0.01163683
72	0.0142156833333333
75	0.0152387033333333
78	0.0180946291666667
81	0.0215473133333333
84	0.0265132133333333
87	0.0303069066666667
90	0.0343989766666667
93	0.0394927536333333
96	0.0471653878666667
99	0.0529411766666667
102	0.05963342
105	0.0677109966666667
108	0.0747868733333333
111	0.08465473
114	0.09224212
117	0.10234443
120	0.111530266666667
123	0.120098033333333
126	0.131841433333333
129	0.1418585
132	0.1518329
135	0.161018766666667
138	0.171781766666667
141	0.183525166666667
144	0.192135533333333
147	0.1991688
150	0.209654766666667
153	0.218307766666667
156	0.2231884
159	0.23474
162	0.240622333333333
165	0.2462063
168	0.259718666666667
171	0.2644288
174	0.2741475
177	0.278410066666667
180	0.286786
183	0.2908355
186	0.296270233333333
189	0.299445833333333
192	0.302237833333333
195	0.307523466666667
198	0.3135763
201	0.316474833333333
204	0.3205882
207	0.318627466666667
210	0.323614633333333
213	0.325341033333333
216	0.329901933333333
219	0.333994
222	0.332736533333333
225	0.3367647
228	0.3375746
231	0.3376172
234	0.3405371
237	0.337212266666667
240	0.340878066666667
243	0.343989766666667
246	0.343158566666667
249	0.3414109
