25	-0.00111099336666667
35	0.0448188904
45	0.12802878
55	0.265377561333333
65	0.430986139
75	0.598199485
85	0.754567418
95	0.898185377
105	1.037306458
115	1.16426833166667
125	1.28131033333333
135	1.39030266666667
145	1.49595281
155	1.59383487
165	1.69222833666667
175	1.78113427333333
185	1.87586866666667
195	1.95764133333333
205	2.03708633333333
215	2.10499766666667
225	2.17062566666667
235	2.21916533333333
245	2.25022933333333
255	2.29044545333333
265	2.31151033333333
275	2.324225
285	2.33061766666667
295	2.32717
