-5.33536e-05   0.00247681   0.00682255   0.00140498  2.24758e-05 -3.42096e-06  2.33345e-05     0.418206    0.0247465       9.9772     0.400976     -1.08854     0.217669      13.9684      3.19402  2.21651e-06   0.00417556 -0.000101196  0.000188584  5.13277e-06     0.240241  -0.00160339      4.66226  1.71416e-05
   0.0582855     0.268718     0.167334   -0.0891031  6.78759e-05  -0.00152504  0.000576793      -66.601      10.2981      1847.57     -25.3052     -396.611      13.9684      2311.32     -72.4743 -5.67533e-05    -0.209784   -0.0152664   -0.0138587  0.000342729       28.597     0.120527      396.583 -0.000943187
  -0.0248723    0.0807097      -3.1875    0.0211713  0.000446098  6.99549e-05 -0.000353132     -10.8641     0.752769      167.588     -7.26973      312.224      3.19402     -72.4743      313.317 -1.08417e-05      0.13265   0.00127888    0.0103374  2.26191e-05      3.67412    0.0656892     -119.208   0.00113401
-2.91689e-07 -5.53805e-07   3.8538e-05  4.04772e-08 -2.97224e-09   3.9675e-09  2.47716e-09  0.000316584  -2.9189e-05  -0.00543068 -0.000220036  -0.00265913  2.21651e-06 -5.67533e-05 -1.08417e-05  2.01002e-08  1.67056e-05  4.10715e-07  2.20066e-07  4.32519e-10 -5.38863e-05  1.59412e-06 -4.86659e-05  -4.3781e-09
-0.000285712 -0.000228071    0.0398924 -7.27643e-05 -3.92761e-06  6.10045e-06  3.20149e-06    0.0661945   -0.0333823     -1.74743     0.337417      -2.9962   0.00417556    -0.209784      0.13265  1.67056e-05    0.0200951  0.000197278  0.000507906 -1.19379e-07   -0.0664044   0.00112341    -0.353119 -1.05353e-05
-9.24236e-07 -2.03596e-05  0.000708881  1.92699e-06 -8.80668e-08 -7.60142e-08  2.85085e-08    0.0185428 -0.000420312    -0.127494   -0.0249798    0.0186958 -0.000101196   -0.0152664   0.00127888  4.10715e-07  0.000197278  4.07871e-05 -2.58805e-06  7.58037e-09   0.00248013  2.24983e-05    0.0089079  1.01226e-07
-2.75356e-06  5.86028e-06   0.00130767 -8.03727e-06 -9.15102e-08  2.09623e-07  4.90476e-08  -0.00298129  -0.00086207     0.150013   0.00917151   -0.0922119  0.000188584   -0.0138587    0.0103374  2.20066e-07  0.000507906 -2.58805e-06  2.38005e-05 -1.23011e-08  -0.00144658  1.82694e-05   -0.0161005 -4.12124e-07
 1.57676e-07 -4.49607e-07  8.84512e-06  2.40579e-08  -5.4743e-09 -9.36775e-11  4.30215e-09   1.3772e-06 -6.88843e-06   0.00149537 -0.000195982  -0.00217164  5.13277e-06  0.000342729  2.26191e-05  4.32519e-10 -1.19379e-07  7.58037e-09 -1.23011e-08  6.33291e-09  2.16153e-06  8.23742e-07 -5.23801e-05 -1.27223e-09
  0.00950402    -0.022834    -0.997102  0.000777175 -0.000187274 -9.11346e-05   0.00020452       3.7336     0.272874     -23.3151      1.77853      1.43601     0.240241       28.597      3.67412 -5.38863e-05   -0.0664044   0.00248013  -0.00144658  2.16153e-06      23.6135   0.00843659      12.5929   0.00016826
   -0.000356   0.00124268    0.0309575 -9.17633e-05 -2.82274e-06 -2.56562e-06  8.61727e-07  -0.00533861   0.00150689      5.17949    -0.102749    -0.838035  -0.00160339     0.120527    0.0656892  1.59412e-06   0.00112341  2.24983e-05  1.82694e-05  8.23742e-07   0.00843659   0.00909172    -0.174931 -7.93857e-06
   0.0264846    0.0424951     0.277264    0.0549146  -0.00105923  -0.00196321   0.00361171      61.3989      21.3433     -701.469     -53.9728     -210.198      4.66226      396.583     -119.208 -4.86659e-05    -0.353119    0.0089079   -0.0161005 -5.23801e-05      12.5929    -0.174931      847.102  0.000886014
-3.60451e-08  1.71932e-06 -0.000752266  8.34188e-06  1.11033e-07 -2.05289e-09     -3.4e-08   0.00180089 -0.000129932   -0.0107885  0.000235287    0.0120752  1.71416e-05 -0.000943187   0.00113401  -4.3781e-09 -1.05353e-05  1.01226e-07 -4.12124e-07 -1.27223e-09   0.00016826 -7.93857e-06  0.000886014  2.76205e-07
