 0.000529303 -0.000360173  -0.00021544 -1.56165e-05  3.66704e-07 -5.28361e-07 -1.40965e-07   -0.0178463   0.00198069      5.74112   -0.0626323    -0.094801 -5.33536e-05    0.0582855   -0.0248723 -2.91689e-07 -0.000285712 -9.24236e-07 -2.75356e-06  1.57676e-07   0.00950402    -0.000356    0.0264846 -3.60451e-08
-0.000360173   0.00186036  -0.00848756 -5.35049e-05  8.46319e-06 -1.65781e-06 -4.47689e-06    -0.178877   0.00627159      4.82512    0.0697054       1.0085   0.00247681     0.268718    0.0807097 -5.53805e-07 -0.000228071 -2.03596e-05  5.86028e-06 -4.49607e-07    -0.022834   0.00124268    0.0424951  1.71932e-06
 -0.00021544  -0.00848756      2.91985   -0.0117965 -0.000258757 -0.000107327  0.000135343       1.8861  -0.00956478      26.1085     -2.79927     -32.9824   0.00682255     0.167334      -3.1875   3.8538e-05    0.0398924  0.000708881   0.00130767  8.84512e-06    -0.997102    0.0309575     0.277264 -0.000752266
-1.56165e-05 -5.35049e-05   -0.0117965  0.000479983  3.21224e-06 -1.48058e-06  4.53776e-07     0.180894   -0.0125907    -0.520261    0.0812137     0.332839   0.00140498   -0.0891031    0.0211713  4.04772e-08 -7.27643e-05  1.92699e-06 -8.03727e-06  2.40579e-08  0.000777175 -9.17633e-05    0.0549146  8.34188e-06
 3.66704e-07  8.46319e-06 -0.000258757  3.21224e-06  1.88609e-07 -2.29996e-08 -9.07633e-08  -0.00195427 -0.000128643    0.0226888  0.000550124   0.00789198  2.24758e-05  6.78759e-05  0.000446098 -2.97224e-09 -3.92761e-06 -8.80668e-08 -9.15102e-08  -5.4743e-09 -0.000187274 -2.82274e-06  -0.00105923  1.11033e-07
-5.28361e-07 -1.65781e-06 -0.000107327 -1.48058e-06 -2.29996e-08  8.77349e-08 -5.30595e-09  0.000106882 -0.000155861   0.00611931  0.000282574  -0.00279274 -3.42096e-06  -0.00152504  6.99549e-05   3.9675e-09  6.10045e-06 -7.60142e-08  2.09623e-07 -9.36775e-11 -9.11346e-05 -2.56562e-06  -0.00196321 -2.05289e-09
-1.40965e-07 -4.47689e-06  0.000135343  4.53776e-07 -9.07633e-08 -5.30595e-09  7.40425e-08    0.0018169  8.38418e-05   -0.0174826  0.000207048  -0.00416951  2.33345e-05  0.000576793 -0.000353132  2.47716e-09  3.20149e-06  2.85085e-08  4.90476e-08  4.30215e-09   0.00020452  8.61727e-07   0.00361171     -3.4e-08
  -0.0178463    -0.178877       1.8861     0.180894  -0.00195427  0.000106882    0.0018169      193.612     -8.24802     -601.949     -35.3421      103.084     0.418206      -66.601     -10.8641  0.000316584    0.0661945    0.0185428  -0.00298129   1.3772e-06       3.7336  -0.00533861      61.3989   0.00180089
  0.00198069   0.00627159  -0.00956478   -0.0125907 -0.000128643 -0.000155861  8.38418e-05     -8.24802       1.8457     -30.8589     -4.31676     -3.67322    0.0247465      10.2981     0.752769  -2.9189e-05   -0.0333823 -0.000420312  -0.00086207 -6.88843e-06     0.272874   0.00150689      21.3433 -0.000129932
     5.74112      4.82512      26.1085    -0.520261    0.0226888   0.00611931   -0.0174826     -601.949     -30.8589       134108     -284.533       1517.5       9.9772      1847.57      167.588  -0.00543068     -1.74743    -0.127494     0.150013   0.00149537     -23.3151      5.17949     -701.469   -0.0107885
  -0.0626323    0.0697054     -2.79927    0.0812137  0.000550124  0.000282574  0.000207048     -35.3421     -4.31676     -284.533      355.516      292.648     0.400976     -25.3052     -7.26973 -0.000220036     0.337417   -0.0249798   0.00917151 -0.000195982      1.77853    -0.102749     -53.9728  0.000235287
   -0.094801       1.0085     -32.9824     0.332839   0.00789198  -0.00279274  -0.00416951      103.084     -3.67322       1517.5      292.648      26690.6     -1.08854     -396.611      312.224  -0.00265913      -2.9962    0.0186958   -0.0922119  -0.00217164      1.43601    -0.838035     -210.198    0.0120752
